galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode
NGC3877,0.87,37.8,9.0,0.0,11928.157356321839,0.0,11928.157356321839,101.87,0.0,101.87,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,1.74,80.1,9.0,0.0,7597.931264367817,0.0,7597.931264367817,114.98,0.0,114.98,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,2.61,121.0,8.5,0.0,5702.681992337165,0.0,5702.681992337165,122.0,0.0,122.0,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,3.5,142.0,7.3,0.12454276066583994,5055.686628571429,51.54774415766544,5107.2343727290945,133.02219062998475,13.431943439124105,133.6986174369497,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,4.37,153.0,6.2,0.10755310302499856,4788.841464530891,35.65338166563063,4824.494846196522,144.6624941026526,12.482198439329743,145.20000853264025,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,5.24,160.0,5.3,0.0,4942.9922328244265,0.0,4942.9922328244265,160.93874393694017,0.0,160.93874393694017,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,6.11,162.0,5.3,0.0,5463.673486088379,0.0,5463.673486088379,182.71027612041968,0.0,182.71027612041968,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,6.98,167.0,4.5,0.0,5458.432234957019,0.0,5458.432234957019,195.19184665349113,0.0,195.19184665349113,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,7.85,169.0,5.3,0.0,5077.09025477707,0.0,5077.09025477707,199.63756785735495,0.0,199.63756785735495,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,8.72,171.0,4.9,0.0,4718.0817087155965,0.0,4718.0817087155965,202.8341009297993,0.0,202.8341009297993,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,9.6,171.0,4.9,0.0,4329.252802083332,0.0,4329.252802083332,203.86472696373934,0.0,203.86472696373934,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,10.47,170.0,5.7,0.0,3721.239818529131,0.0,3721.239818529131,197.38637465640835,0.0,197.38637465640835,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
NGC3877,11.35,169.0,7.0,0.0,3253.0344405286346,0.0,3253.0344405286346,192.15082851759968,0.0,192.15082851759968,,1434.21265010166,1448.6358226465309,True,2.9921769682017514,1.010056509084513,formula
