r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,delta_d_eff_i,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.87,24.3,35.64,3.9,NGC3917,0.0,35.64,0.0,678.7241379310345,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,1,0.35,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.2333691016488877,1.1484276275209915,0.7691273251896459,0.5,0.1470390309555855,1.1474635080746987,0.1470390309555855,244.4306025912632,0.6514979845314472,30.85629666874354,1152.7041947986531,30.84892866324038,1460.0110344827588,1490.8599631459992,36.01455494570243,-11.714554945702428,-11.34
1.74,49.6,47.54,3.9,NGC3917,0.0,47.54,0.0,1413.8850574712646,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,1,0.35,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.2333691016488877,1.1484276275209915,0.7691273251896459,0.5,0.1470390309555855,1.1474635080746987,0.1470390309555855,244.4306025912632,0.6514979845314472,30.85629666874354,1152.7041947986531,30.84892866324038,1298.8802298850574,1329.7291585482978,48.10123424480954,1.4987657551904618,2.0600000000000023
2.61,73.6,60.47,5.2,NGC3917,0.0,60.47,0.0,2075.463601532567,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,1,0.35,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.2333691016488877,1.1484276275209915,0.7691273251896459,0.5,0.1470390309555855,1.1474635080746987,0.1470390309555855,244.4306025912632,0.6514979845314472,30.85629666874354,1152.7041947986531,30.84892866324038,1401.0041762452108,1431.8531049084513,61.13212415588925,12.467875844110743,13.129999999999995
4.37,107.0,86.0731694548307,3.5,NGC3917,13.36,85.03,0.0,2619.9084668192218,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,2,0.35,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.2333691016488877,1.1484276275209915,0.7832694133171589,0.5,0.3818977119784657,1.242021919039625,0.3818977119784657,313.50049852581645,0.6514979845314472,111.25800307960952,1478.8031210943227,111.0485582478657,1695.3296338672772,1806.3781921151428,88.84746872895802,18.15253127104198,20.926830545169295
5.24,115.0,97.28408400144393,3.5,NGC3917,14.01,96.27,0.0,2523.854961832061,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,2,0.35,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.2333691016488877,1.1484276275209915,0.7832694133171589,0.5,0.3818977119784657,1.242021919039625,0.3818977119784657,313.50049852581645,0.6514979845314472,111.25800307960952,1478.8031210943227,111.0485582478657,1806.1437022900761,1917.1922605379418,100.23017232958755,14.769827670412454,17.71591599855607
6.11,123.0,105.04850308309966,3.9,NGC3917,12.18,104.34,0.0,2476.1047463175123,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,2,0.35,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.2333691016488877,1.1484276275209915,0.7832694133171589,0.5,0.3818977119784657,1.242021919039625,0.3818977119784657,313.50049852581645,0.6514979845314472,111.25800307960952,1478.8031210943227,111.0485582478657,1806.0864157119472,1917.134973959813,108.22982348176707,14.77017651823293,17.95149691690034
7.85,134.0,111.3441242275496,3.5,NGC3917,21.34,109.28,0.0,2287.388535031848,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,3,0.35,-2.131824804503491,2.253861318423778,2.796491955934579,-0.542630637510801,-0.7759997391596887,1.3186303766704897,0.030833797875051437,0.5656576371999219,0.5,0.6164199192462988,1.2220557336973843,0.6164199192462988,241.64621345907733,0.9996958148820826,5.611029688725033,1140.1371014133372,5.610984389780711,1579.3011464968151,1584.9121308865958,111.54174208546223,22.458257914537768,22.6558757724504
8.72,136.0,110.78013043863056,3.9,NGC3917,21.77,108.62,0.0,2121.100917431193,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,3,0.35,-2.131824804503491,2.253861318423778,2.796491955934579,-0.542630637510801,-0.7759997391596887,1.3186303766704897,0.030833797875051437,0.5656576371999219,0.5,0.6164199192462988,1.2220557336973843,0.6164199192462988,241.64621345907733,0.9996958148820826,5.611029688725033,1140.1371014133372,5.610984389780711,1407.366662844037,1412.9776472338176,111.00074361858523,24.999256381414767,25.219869561369435
9.6,137.0,111.17184625614527,4.0,NGC3917,27.37,107.75,0.0,1955.1041666666667,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,3,0.35,-2.131824804503491,2.253861318423778,2.796491955934579,-0.542630637510801,-0.7759997391596887,1.3186303766704897,0.030833797875051437,0.5656576371999219,0.5,0.6164199192462988,1.2220557336973843,0.6164199192462988,241.64621345907733,0.9996958148820826,5.611029688725033,1140.1371014133372,5.610984389780711,1287.4145208333334,1293.0255052231141,111.41384496615264,25.586155033847362,25.828153743854728
11.35,137.0,108.24236231716306,3.5,NGC3917,32.11,103.37,0.0,1653.6563876651985,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,4,0.35,-3.0,1.9500000000000002,2.796491955934579,-0.8464919559345789,-0.30386131842377795,1.1503532743583569,0.05402976488747864,9.885711806871885e-23,0.5,0.8818977119784658,1.0000000000004696,0.8818977119784658,141.82472660911316,0.9990662871554256,6.7514577285507364,669.7278748041455,6.751229033376797,1032.2827312775332,1039.03396031091,108.59574323853043,28.40425676146957,28.757637682836943
