galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC2683,2.89,189.0,222.856756011569,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2954341592874945,0.1849904057081675,0.3309398473929812,2403973.635254783,2467479.6230093976,0.6100740703193119,1505345.3370393047,0.389925929680688,0.5,0.4078047790570358,0.5104663599512778,0.5083785425250144,0.5,39267335.51592411,2156.6275119999996,1,222.856756011569,0.1791362751934867,0.06984987864435588
NGC2683,5.77,212.0,238.81344350768867,5.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2954341592874945,0.1849904057081675,0.3309398473929812,2403973.635254783,2467479.6230093976,0.6100740703193119,1505345.3370393047,0.389925929680688,0.5,0.4078047790570358,0.5104663599512778,0.5083785425250144,0.5,39267335.51592411,2156.6275119999996,1,238.81344350768867,0.12647850711173902,0.04931724947017035
NGC2683,8.66,206.0,205.3138022637543,5.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2954341592874945,0.1849904057081675,0.3309398473929812,2403973.635254783,2467479.6230093976,0.6100740703193119,1505345.3370393047,0.389925929680688,0.5,0.4078047790570358,0.5104663599512778,0.5083785425250144,0.5,39267335.51592411,2156.6275119999996,1,205.3138022637543,0.0033310569720665173,0.0012988654866523744
NGC2683,11.54,200.0,191.9199512817779,5.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2646469666588023,0.1849904057081675,0.29612456983936414,2038968.4761919028,2212450.018344787,0.6136691082529979,1353120.0656069333,0.386330891747002,0.5,0.43435818603765575,0.5069065027456746,0.5055413768780105,0.5,34289757.84735531,3411.9102608933827,1,191.9199512817779,0.04040024359111044,0.0156078621333498
NGC2683,14.43,172.0,166.49890329969145,12.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2337528740557047,0.1849904057081675,0.2611884059053525,1672695.9381044982,1956534.8942195352,0.6172766289572871,1200366.2342043105,0.382723371042713,0.5,0.46100379234806954,0.5033342849247743,0.5026943599613989,0.5,29294896.922992874,4671.551630442646,1,166.49890329969145,0.03198312035063111,0.012240687637058335
NGC2683,17.31,190.0,150.1313458275786,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.202965681427012,0.1849904057081675,0.2263731283517354,1307690.7790416179,1701505.2895549245,0.6208716668909731,1048140.9627719391,0.379128333109027,0.5,0.48755719932868946,0.49977442771917124,0.49985719431439507,0.5,24317319.25442408,5926.834379336029,1,150.1313458275786,0.20983502196011264,0.07955440210363358
NGC2683,20.2,169.0,137.24746300023182,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.1720715888239144,0.1849904057081675,0.1914369644177238,941418.2409542135,1445590.1654296727,0.6244791875952621,895387.1313693164,0.3755208124047379,0.5,0.5142028056391033,0.4962022098982709,0.4970101773977835,0.5,19322458.330061637,7186.475748885292,2,137.24746300023182,0.18788483431815492,0.07055466562168311
NGC2683,23.08,150.0,127.01034170491788,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.141284396195222,0.1849904057081675,0.15662168686410669,576413.0818913332,1190560.560765062,0.6280742255289481,743161.859936945,0.3719257744710519,0.5,0.5407562126197232,0.49264235269266776,0.49417301175077966,0.5,14344880.661492843,8441.758497778676,2,127.01034170491788,0.1532643886338808,0.057002976441488405
NGC2683,28.85,160.0,112.4125299955481,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.110443753579327,0.1849904057081675,0.12174596612029234,210774.23331619104,935088.196370131,0.6316755048479357,590672.308519448,0.3683244951520644,0.5,0.56735571926524,0.4890763151794161,0.4913309204689719,0.5,9358661.365027227,9699.220556999997,2,112.4125299955481,0.2974216875278244,0.10954769290596096
NGC2683,31.74,155.0,106.83666692666895,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.110443753579327,0.1849904057081675,0.12174596612029234,210774.23331619104,935088.196370131,0.6316755048479357,590672.308519448,0.3683244951520644,0.5,0.56735571926524,0.4890763151794161,0.4913309204689719,0.5,9358661.365027227,9699.220556999997,2,106.83666692666895,0.3107311811182648,0.11444990541338956
NGC2683,34.62,151.0,102.08162910142059,12.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.110443753579327,0.1849904057081675,0.12174596612029234,210774.23331619104,935088.196370131,0.6316755048479357,590672.308519448,0.3683244951520644,0.5,0.56735571926524,0.4890763151794161,0.4913309204689719,0.5,9358661.365027227,9699.220556999997,2,102.08162910142059,0.32396272118264513,0.11932340572768677
