r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.09,16.5,16.6754250320644,4.57,UGC05721,1.23,16.63,0.0,3025.0,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,1,0.35,-1.1367405544095228,2.602140805956667,2.8529296238923685,-0.2507888179357014,0.0,0.8417834500478212,0.5,0.06676557863501484,1.1087543647523568,0.06676557863501484,0.0,0.0,0.06289503120158639,0.6575067768345884,0.0,514.563300198299,0.0,0.0,2427.9216321387853,0.0,3089.6644444444446,3089.6644444444446,16.6754250320644,-0.17542503206439974,-0.17542503206439974
0.27,38.5,32.42834099981064,6.88,UGC05721,3.67,32.22,0.0,5489.814814814815,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,1,0.35,-1.1367405544095228,2.602140805956667,2.8529296238923685,-0.2507888179357014,0.0,0.8417834500478212,0.5,0.06676557863501484,1.1087543647523568,0.06676557863501484,0.0,0.0,0.06289503120158639,0.6575067768345884,0.0,514.563300198299,0.0,0.0,2427.9216321387853,0.0,3894.804814814814,3894.804814814814,32.42834099981064,6.0716590001893564,6.0716590001893564
0.45,47.4,40.713056873686114,4.57,UGC05721,5.99,40.27,0.0,4992.799999999999,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,1,0.35,-1.1367405544095228,2.602140805956667,2.8529296238923685,-0.2507888179357014,0.0,0.8417834500478212,0.5,0.06676557863501484,1.1087543647523568,0.06676557863501484,0.0,0.0,0.06289503120158639,0.6575067768345884,0.0,514.563300198299,0.0,0.0,2427.9216321387853,0.0,3683.4511111111115,3683.4511111111115,40.713056873686114,6.686943126313885,6.686943126313885
0.63,55.5,44.23539306935115,4.57,UGC05721,8.14,43.48,0.0,4889.285714285715,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,1,0.35,-1.1367405544095228,2.602140805956667,2.8529296238923685,-0.2507888179357014,0.0,0.8417834500478212,0.5,0.06676557863501484,1.1087543647523568,0.06676557863501484,0.0,0.0,0.06289503120158639,0.6575067768345884,0.0,514.563300198299,0.0,0.0,2427.9216321387853,0.0,3105.9841269841263,3105.9841269841263,44.23539306935115,11.264606930648853,11.264606930648853
0.99,59.8,45.253977725720425,4.57,UGC05721,11.72,43.71,0.0,3612.161616161616,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,2,0.35,-1.1367405544095228,2.602140805956667,2.8529296238923685,-0.2507888179357014,0.0,0.622729073954846,0.5,0.18694362017804153,1.1346246140197789,0.18694362017804153,0.0,0.0,0.06289503120158639,0.6575067768345884,0.0,295.27255594428345,0.0,0.0,1393.2505770406988,0.0,2068.608585858586,2068.608585858586,45.253977725720425,14.546022274279572,14.546022274279572
1.17,67.8,46.08581235044035,4.57,UGC05721,13.25,44.14,0.0,3928.9230769230767,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,2,0.35,-1.1367405544095228,2.602140805956667,2.8529296238923685,-0.2507888179357014,0.0,0.622729073954846,0.5,0.18694362017804153,1.1346246140197789,0.18694362017804153,0.0,0.0,0.06289503120158639,0.6575067768345884,0.0,295.27255594428345,0.0,0.0,1393.2505770406988,0.0,1815.3009401709405,1815.3009401709405,46.08581235044035,21.714187649559648,21.714187649559648
1.35,76.4,45.50434924268228,4.57,UGC05721,15.37,42.83,0.0,4323.674074074074,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,2,0.35,-1.1367405544095228,2.602140805956667,2.8529296238923685,-0.2507888179357014,0.0,0.622729073954846,0.5,0.18694362017804153,1.1346246140197789,0.18694362017804153,0.0,0.0,0.06289503120158639,0.6575067768345884,0.0,295.27255594428345,0.0,0.0,1393.2505770406988,0.0,1533.8117037037032,1533.8117037037032,45.50434924268228,30.895650757317725,30.895650757317725
1.71,82.2,44.28921764944601,19.2,UGC05721,21.32,38.82,0.0,3951.368421052632,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.8529296238923685,-0.9029296238923683,-0.6521408059566669,0.04246172679554358,0.5,0.3249258160237389,1.01210207291356,0.3249258160237389,0.580068382111133,0.878800436183581,1.2405695364962248,0.00025596660361040916,0.0005623589072531434,134.3406460580451,0.95232559919881,0.023660014267754395,634.2073896654357,0.023660014256777964,1147.0963742690058,1147.1200342832626,44.28967440187813,37.91032559812187,37.910782350553994
1.89,82.6,43.049629498986405,4.57,UGC05721,22.09,36.95,0.0,3609.9259259259256,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.8529296238923685,-0.9029296238923683,-0.6521408059566669,0.04246172679554358,0.5,0.3249258160237389,1.01210207291356,0.3249258160237389,0.580068382111133,0.878800436183581,1.2405695364962248,0.00025596660361040916,0.0005623589072531434,134.3406460580451,0.95232559919881,0.023660014267754395,634.2073896654357,0.023660014256777964,980.5664550264554,980.5901150407121,43.05014886648995,39.549851133510046,39.55037050101359
2.07,82.3,40.63814095157405,4.57,UGC05721,20.36,35.17,0.0,3272.12077294686,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.8529296238923685,-0.9029296238923683,-0.6521408059566669,0.04246172679554358,0.5,0.3249258160237389,1.01210207291356,0.3249258160237389,0.580068382111133,0.878800436183581,1.2405695364962248,0.00025596660361040916,0.0005623589072531434,134.3406460580451,0.95232559919881,0.023660014267754395,634.2073896654357,0.023660014256777964,797.806038647343,797.8296986615998,40.63874353655033,41.66125646344967,41.661859048425946
