galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,beta_mode
UGC02916,0.37,183.0,47.6,0.566799710628077,41639.97972972973,2413.092849692564,44053.07257942229,124.1241012052051,29.880501240545627,127.67003115213157,,1575.2378444175245,1575.2378444175245,formula
UGC02916,0.74,196.0,40.7,0.03418503386265164,50139.02716216216,72.7696743961398,50211.7968365583,192.62107906457175,7.338225879130695,192.7608094480129,,1575.2378444175245,1575.2378444175245,formula
UGC02916,1.11,205.0,14.1,0.0,43991.708378378375,0.0,43991.708378378375,220.97691350003058,0.0,220.97691350003058,,1575.2378444175245,1575.2378444175245,formula
UGC02916,1.48,211.0,7.89,0.0,39936.00304054054,0.0,39936.00304054054,243.1157841440987,0.0,243.1157841440987,,1575.2378444175245,1575.2378444175245,formula
UGC02916,1.84,214.0,1.48,0.0,37517.3677173913,0.0,37517.3677173913,262.7393320384293,0.0,262.7393320384293,,1575.2378444175245,1575.2378444175245,formula
UGC02916,2.21,214.0,1.5,0.0,35124.08660633484,0.0,35124.08660633484,278.61125497725317,0.0,278.61125497725317,,1575.2378444175245,1575.2378444175245,formula
UGC02916,2.6,213.0,2.64,0.0,31526.35546153846,0.0,31526.35546153846,286.3014568597233,0.0,286.3014568597233,,1575.2378444175245,1575.2378444175245,formula
UGC02916,2.96,211.0,4.5,0.0,27001.99263513514,0.0,27001.99263513514,282.7116874131666,0.0,282.7116874131666,,1575.2378444175245,1575.2378444175245,formula
UGC02916,3.17,210.0,8.68,0.0,25272.539716088326,0.0,25272.539716088326,283.0440794293355,0.0,283.0440794293355,,1575.2378444175245,1575.2378444175245,formula
UGC02916,3.33,209.0,3.0,0.0,23859.66393393393,0.0,23859.66393393393,281.8735193309226,0.0,281.8735193309226,,1575.2378444175245,1575.2378444175245,formula
UGC02916,3.7,207.0,1.6,0.0,20981.793864864863,0.0,20981.793864864863,278.62633992499707,0.0,278.62633992499707,,1575.2378444175245,1575.2378444175245,formula
UGC02916,4.07,206.0,1.73,0.0,18489.938894348892,0.0,18489.938894348892,274.32471871852886,0.0,274.32471871852886,,1575.2378444175245,1575.2378444175245,formula
UGC02916,4.44,205.0,3.45,0.0,16309.41135135135,0.0,16309.41135135135,269.0980980980728,0.0,269.0980980980728,,1575.2378444175245,1575.2378444175245,formula
UGC02916,4.81,205.0,2.77,0.0,14426.069251559253,0.0,14426.069251559253,263.41866505621806,0.0,263.41866505621806,,1575.2378444175245,1575.2378444175245,formula
UGC02916,5.18,206.0,7.48,0.0,12818.07471042471,0.0,12818.07471042471,257.67736998036906,0.0,257.67736998036906,,1575.2378444175245,1575.2378444175245,formula
UGC02916,5.55,207.0,5.02,0.0,11379.774720720721,0.0,11379.774720720721,251.31205641592288,0.0,251.31205641592288,,1575.2378444175245,1575.2378444175245,formula
UGC02916,5.92,208.0,7.7,0.0,10177.412398648648,0.0,10177.412398648648,245.4593273843958,0.0,245.4593273843958,,1575.2378444175245,1575.2378444175245,formula
UGC02916,6.28,210.0,1.95,0.0,9212.762117834396,0.0,9212.762117834396,240.53304575463224,0.0,240.53304575463224,,1575.2378444175245,1575.2378444175245,formula
UGC02916,6.34,210.0,4.78,0.0,9071.31025236593,0.0,9071.31025236593,239.81681967701934,0.0,239.81681967701934,,1575.2378444175245,1575.2378444175245,formula
