galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_radius_term_i,eta_sigma_term_i,eta_dw_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC2998,0.33,90.0,44.56,20.0,3.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2998_structure_enriched.csv,1,2.5049029524511432,0.38075969747175353,0.9872057876304251,128820047.14177023,133891558.34585129,0.765892475471668,102546537.06626332,0.23410752452833195,0.8687571817730555,0.6256011947032522,0.003268634967428833,342708430.3528973,11.354458500000002,44.56,0.5048888888888888,0.1181982879396378
NGC2998,0.99,125.0,93.2323361286201,15.0,3.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2998_structure_enriched.csv,1,2.5049029524511432,0.38075969747175353,0.9872057876304251,128820047.14177023,133891558.34585129,0.765892475471668,102546537.06626332,0.23410752452833195,0.8687571817730555,0.6256011947032522,0.003268634967428833,342708430.3528973,11.354458500000002,93.2323361286201,0.25414131097103915,0.05949639319181498
NGC2998,1.98,148.0,132.156772433349,15.0,3.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2998_structure_enriched.csv,1,2.5049029524511432,0.38075969747175353,0.9872057876304251,128820047.14177023,133891558.34585129,0.765892475471668,102546537.06626332,0.23410752452833195,0.8687571817730555,0.6256011947032522,0.003268634967428833,342708430.3528973,11.354458500000002,132.156772433349,0.10704883490980402,0.025060937744376302
NGC2998,3.63,201.0,196.78832409469825,15.0,3.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2998_structure_enriched.csv,2,2.1241432549793897,0.22787037020636713,0.19215896952049263,9758526.62997037,76685154.7151798,0.5967483950693989,45761743.00193209,0.40325160493060114,0.36787944117144233,0.5,0.2505711633470735,222861850.65588945,483.8781425000001,196.78832409469825,0.020953611469162917,0.008449577454032197
NGC2998,7.59,206.0,222.21899558768598,10.0,3.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2998_structure_enriched.csv,2,2.1241432549793897,0.22787037020636713,0.19215896952049263,9758526.62997037,76685154.7151798,0.5967483950693989,45761743.00193209,0.40325160493060114,0.36787944117144233,0.5,0.2505711633470735,222861850.65588945,483.8781425000001,222.21899558768598,0.07873298828973778,0.03174920388881899
NGC2998,12.5,214.0,215.5871510549736,5.0,3.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2998_structure_enriched.csv,2,2.1241432549793897,0.22787037020636713,0.19215896952049263,9758526.62997037,76685154.7151798,0.5967483950693989,45761743.00193209,0.40325160493060114,0.36787944117144233,0.5,0.2505711633470735,222861850.65588945,483.8781425000001,215.5871510549736,0.007416593714829854,0.002990753318623348
NGC2998,22.46,213.0,183.43258516414144,2.0,3.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2998_structure_enriched.csv,3,2.049162212038409,0.07498104294098074,0.0024474948726855997,17496.85370111191,15889720.772707867,0.4726259361254127,7509894.154972471,0.5273740638745873,0.0465702669811341,0.24758359936890842,0.30055852530772736,95342534.56768267,2123.607954,183.43258516414144,0.13881415415896037,0.07320698460212437
NGC2998,27.44,214.0,172.84412920316385,2.0,3.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2998_structure_enriched.csv,3,2.049162212038409,0.07498104294098074,0.0024474948726855997,17496.85370111191,15889720.772707867,0.4726259361254127,7509894.154972471,0.5273740638745873,0.0465702669811341,0.24758359936890842,0.30055852530772736,95342534.56768267,2123.607954,172.84412920316385,0.1923171532562437,0.10142307866553707
NGC2998,32.32,213.0,164.13762152535293,2.0,3.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2998_structure_enriched.csv,3,2.049162212038409,0.07498104294098074,0.0024474948726855997,17496.85370111191,15889720.772707867,0.4726259361254127,7509894.154972471,0.5273740638745873,0.0465702669811341,0.24758359936890842,0.30055852530772736,95342534.56768267,2123.607954,164.13762152535293,0.22940083790914118,0.12098005214437926
NGC2998,37.3,213.0,154.5049643215389,3.0,3.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2998_structure_enriched.csv,3,2.049162212038409,0.07498104294098074,0.0024474948726855997,17496.85370111191,15889720.772707867,0.4726259361254127,7509894.154972471,0.5273740638745873,0.0465702669811341,0.24758359936890842,0.30055852530772736,95342534.56768267,2123.607954,154.5049643215389,0.27462458065005213,0.14482988113727235
NGC2998,42.28,203.0,145.16660945272506,3.0,3.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2998_structure_enriched.csv,3,2.049162212038409,0.07498104294098074,0.0024474948726855997,17496.85370111191,15889720.772707867,0.4726259361254127,7509894.154972471,0.5273740638745873,0.0465702669811341,0.24758359936890842,0.30055852530772736,95342534.56768267,2123.607954,145.16660945272506,0.2848935494939652,0.1502454689682883
