r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_struct,a_total,struct_to_bar_ratio,sigma_flip_severity
1.7,305.0,10.0,281.3414691745831,281.41080594035475,46583.55394117646,-13654.350798204754,-4440.182845827676,-0.9999999985861439,112.08273124225836,2.2317384168075645,0.6024688801352619,0.38198969496378765,0.3481305488347614,-65.93101828458205,-22.95260158064624,-22.95260158064624,46560.601339595814,0.000492718988543141,0.3357019796601659
3.41,257.0,10.0,281.3718133075883,281.4783011175106,23234.61407624633,-6819.05755644083,-4568.82211509078,-0.9999999992321138,125.29931267424197,2.337767127905739,0.7042564427895093,0.46167385469528666,0.4783480034044049,-36.74466644516902,-17.57673782980743,-17.57673782980743,23217.03733841652,0.0007564893383690528,0.3357019796601659
6.82,256.0,10.0,281.9482031731855,282.1156828324154,11669.979252199413,-1727.5058744927946,-4623.480212921722,-0.9999999994075471,132.46453234773028,2.4043799087963054,0.7682047124444531,0.5143322481024054,0.7131662022562888,-19.42295194563802,-13.851792875677061,-13.851792875677061,11656.127459323736,0.0011869595117793012,0.3357019796601659
13.67,271.0,10.0,274.31642447850373,274.45804779601565,5510.403803950257,-643.1963463155233,-1923.2184862957488,-0.9997824866571757,134.74280003761567,2.4273831316727406,0.790287806405831,0.5329820981776444,0.5769226256381684,-9.854681176353912,-5.685388539089133,-5.685388539089133,5504.718415411167,0.001031755337966905,0.3357019796601659
19.49,282.0,10.0,261.83728424079027,261.95053597960055,3520.6815443817345,-273.2904891547122,-584.314712884688,-0.8823719921785249,131.7111046176607,2.438664339239428,0.8011177656698507,0.5422156604210442,0.5104182187246353,-5.9629650986926315,-3.0436060239918623,-3.0436060239918623,3517.6379383577428,0.0008644934185655533,0.3357019796601659
23.36,287.0,10.0,258.52368916310917,258.5757819286253,2862.2189640410957,-153.0421650748825,-258.62091295499584,-0.546670012518359,117.02637645632703,2.451706525296434,0.8136382642845768,0.5529621950359384,0.4210585574038616,-2.738647717566716,-1.1531310571960196,-1.1531310571960196,2861.0658329839,0.00040288009816129294,0.3357019796601659
27.24,283.0,10.0,252.15449569201328,252.17976485039398,2334.604765051395,-124.53868938552716,-144.29392255480417,-0.32958310151137515,103.47935825072054,2.4520449920447365,0.813963192362947,0.5532421083441471,0.37367202556754403,-1.252020845619647,-0.4678451654354829,-0.4678451654354829,2334.1369198859597,0.00020039587532632298,0.3357019796601659
31.22,280.0,10.0,242.46668368661906,242.48304414948277,1883.3448654708523,-99.03687484433408,-100.35310272921015,-0.23370394488726928,96.5922417664155,2.453105809867564,0.8149815774728615,0.5541197439436306,0.35146656549531063,-0.72306175356554,-0.254132031166697,-0.254132031166697,1883.0907334396857,0.00013493653542937951,0.3357019796601659
35.1,280.0,10.0,233.70093049771643,233.71294358678554,1556.174928774929,-71.56139431456491,-79.46356489292849,-0.18633733737729907,93.19022554031851,2.462394316906283,0.8238985442300318,0.5618260151554053,0.32335981528182184,-0.49472417369723426,-0.1599739174221896,-0.1599739174221896,1556.0149548575068,0.00010279944398480848,0.3357019796601659
38.97,281.0,10.0,227.54629356071632,227.55473187784955,1328.7440595329742,-53.58639002674209,-61.930380564938055,-0.14589127751361305,90.05484700411378,2.4672409350392384,0.8285512976376688,0.5658625123571303,0.29229893790724626,-0.3371366865723153,-0.09854469541465594,-0.09854469541465594,1328.6455148375596,7.41637900142716e-05,0.3357019796601659
