r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,delta_d_eff_i,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.82,107.0,33.69309127996421,25.6,UGC12506,8.12,32.7,0.0,13962.19512195122,UGC12506,UGC12506,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,PGC1503349,RFGC4106,EON_349.898_16.208,PGC1503349,PGC1503349,349.897522,16.208237,r,3.72,0.12,1.68,0.15,0.4516129032258064,2.2142857142857144,20.63,0.12,0.019,15.84,0.25,SB,,PGC1503349,NED,thick_like,PGC1503349,PGC1503349,PGC1503349,349.897522,16.208237,PGC1503349,PGC1503349,NED,,True,coord_review,UGC12506,169.0,0.1348958198421924,Bizyaev_2014,1,0.35,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.8537925740565883,0.5,0.09841968393678735,1.1339255259214889,0.09841968393678735,438.27348097242776,0.16182462482913224,16.807126497422516,2067.570724164359,16.806756305511968,1384.42,1401.226756305512,33.896990134383906,73.10300986561609,73.30690872003579
2.46,159.0,82.91915641153135,26.5,UGC12506,22.67,79.76,0.0,10276.829268292682,UGC12506,UGC12506,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,PGC1503349,RFGC4106,EON_349.898_16.208,PGC1503349,PGC1503349,349.897522,16.208237,r,3.72,0.12,1.68,0.15,0.4516129032258064,2.2142857142857144,20.63,0.12,0.019,15.84,0.25,SB,,PGC1503349,NED,thick_like,PGC1503349,PGC1503349,PGC1503349,349.897522,16.208237,PGC1503349,PGC1503349,NED,,True,coord_review,UGC12506,169.0,0.1348958198421924,Bizyaev_2014,1,0.35,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.8537925740565883,0.5,0.09841968393678735,1.1339255259214889,0.09841968393678735,438.27348097242776,0.16182462482913224,16.807126497422516,2067.570724164359,16.806756305511968,2794.9538617886183,2811.76061809413,83.16808955670173,75.83191044329827,76.08084358846865
4.1,194.0,112.13798330628208,13.9,UGC12506,31.68,107.57,0.0,9179.512195121952,UGC12506,UGC12506,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,PGC1503349,RFGC4106,EON_349.898_16.208,PGC1503349,PGC1503349,349.897522,16.208237,r,3.72,0.12,1.68,0.15,0.4516129032258064,2.2142857142857144,20.63,0.12,0.019,15.84,0.25,SB,,PGC1503349,NED,thick_like,PGC1503349,PGC1503349,PGC1503349,349.897522,16.208237,PGC1503349,PGC1503349,NED,,True,coord_review,UGC12506,169.0,0.1348958198421924,Bizyaev_2014,1,0.35,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.8537925740565883,0.5,0.09841968393678735,1.1339255259214889,0.09841968393678735,438.27348097242776,0.16182462482913224,16.807126497422516,2067.570724164359,16.806756305511968,3067.0554390243906,3083.8621953299025,112.44480868787407,81.55519131212593,81.86201669371792
5.74,198.0,128.90390994845734,14.6,UGC12506,34.72,124.14,0.0,6829.965156794425,UGC12506,UGC12506,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,PGC1503349,RFGC4106,EON_349.898_16.208,PGC1503349,PGC1503349,349.897522,16.208237,r,3.72,0.12,1.68,0.15,0.4516129032258064,2.2142857142857144,20.63,0.12,0.019,15.84,0.25,SB,,PGC1503349,NED,thick_like,PGC1503349,PGC1503349,PGC1503349,349.897522,16.208237,PGC1503349,PGC1503349,NED,,True,coord_review,UGC12506,169.0,0.1348958198421924,Bizyaev_2014,1,0.35,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.8537925740565883,0.5,0.09841968393678735,1.1339255259214889,0.09841968393678735,438.27348097242776,0.16182462482913224,16.807126497422516,2067.570724164359,16.806756305511968,2894.81149825784,2911.618254563352,129.27756487957853,68.72243512042147,69.09609005154266
7.38,211.0,141.22226594981402,13.2,UGC12506,31.78,137.6,0.0,6032.655826558265,UGC12506,UGC12506,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,PGC1503349,RFGC4106,EON_349.898_16.208,PGC1503349,PGC1503349,349.897522,16.208237,r,3.72,0.12,1.68,0.15,0.4516129032258064,2.2142857142857144,20.63,0.12,0.019,15.84,0.25,SB,,PGC1503349,NED,thick_like,PGC1503349,PGC1503349,PGC1503349,349.897522,16.208237,PGC1503349,PGC1503349,NED,,True,coord_review,UGC12506,169.0,0.1348958198421924,Bizyaev_2014,1,0.35,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.8537925740565883,0.5,0.09841968393678735,1.1339255259214889,0.09841968393678735,438.27348097242776,0.16182462482913224,16.807126497422516,2067.570724164359,16.806756305511968,2702.4022222222225,2719.2089785277344,141.6607294260999,69.33927057390011,69.77773405018598
10.65,230.0,169.21796240352265,11.6,UGC12506,14.68,168.58,0.0,4967.136150234742,UGC12506,UGC12506,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,PGC1503349,RFGC4106,EON_349.898_16.208,PGC1503349,PGC1503349,349.897522,16.208237,r,3.72,0.12,1.68,0.15,0.4516129032258064,2.2142857142857144,20.63,0.12,0.019,15.84,0.25,SB,,PGC1503349,NED,thick_like,PGC1503349,PGC1503349,PGC1503349,349.897522,16.208237,PGC1503349,PGC1503349,NED,,True,coord_review,UGC12506,169.0,0.1348958198421924,Bizyaev_2014,2,0.35,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.7342572475497555,0.5,0.29505901180236044,1.1994218257849336,0.29505901180236044,386.71581044313916,0.16182462482913224,47.027786376506825,1824.7450908081776,47.01737705126272,2688.705990610329,2735.723367661592,170.69110658026668,59.30889341973332,60.78203759647735
12.29,239.0,175.92891888487236,11.6,UGC12506,14.98,175.29,0.0,4647.762408462165,UGC12506,UGC12506,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,PGC1503349,RFGC4106,EON_349.898_16.208,PGC1503349,PGC1503349,349.897522,16.208237,r,3.72,0.12,1.68,0.15,0.4516129032258064,2.2142857142857144,20.63,0.12,0.019,15.84,0.25,SB,,PGC1503349,NED,thick_like,PGC1503349,PGC1503349,PGC1503349,349.897522,16.208237,PGC1503349,PGC1503349,NED,,True,coord_review,UGC12506,169.0,0.1348958198421924,Bizyaev_2014,2,0.35,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.7342572475497555,0.5,0.29505901180236044,1.1994218257849336,0.29505901180236044,386.71581044313916,0.16182462482913224,47.027786376506825,1824.7450908081776,47.01737705126272,2518.3876729048006,2565.4050499560635,177.56358878993188,61.436411210068115,63.07108111512764
13.93,237.0,177.92775640691926,11.6,UGC12506,26.72,175.91,0.0,4032.232591529074,UGC12506,UGC12506,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,PGC1503349,RFGC4106,EON_349.898_16.208,PGC1503349,PGC1503349,349.897522,16.208237,r,3.72,0.12,1.68,0.15,0.4516129032258064,2.2142857142857144,20.63,0.12,0.019,15.84,0.25,SB,,PGC1503349,NED,thick_like,PGC1503349,PGC1503349,PGC1503349,349.897522,16.208237,PGC1503349,PGC1503349,NED,,True,coord_review,UGC12506,169.0,0.1348958198421924,Bizyaev_2014,2,0.35,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.7342572475497555,0.5,0.29505901180236044,1.1994218257849336,0.29505901180236044,386.71581044313916,0.16182462482913224,47.027786376506825,1824.7450908081776,47.01737705126272,2272.669526202441,2319.686903253704,179.75883444861367,57.24116555138633,59.07224359308074
15.57,240.0,180.6274710557616,11.6,UGC12506,39.88,176.17,0.0,3699.421965317919,UGC12506,UGC12506,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,PGC1503349,RFGC4106,EON_349.898_16.208,PGC1503349,PGC1503349,349.897522,16.208237,r,3.72,0.12,1.68,0.15,0.4516129032258064,2.2142857142857144,20.63,0.12,0.019,15.84,0.25,SB,,PGC1503349,NED,thick_like,PGC1503349,PGC1503349,PGC1503349,349.897522,16.208237,PGC1503349,PGC1503349,NED,,True,coord_review,UGC12506,169.0,0.1348958198421924,Bizyaev_2014,2,0.35,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.7342572475497555,0.5,0.29505901180236044,1.1994218257849336,0.29505901180236044,386.71581044313916,0.16182462482913224,47.027786376506825,1824.7450908081776,47.01737705126272,2095.458143866409,2142.475520917672,182.64266714184873,57.35733285815127,59.37252894423841
17.21,245.0,182.46059574604047,11.6,UGC12506,50.51,175.33,0.0,3487.797791981406,UGC12506,UGC12506,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,PGC1503349,RFGC4106,EON_349.898_16.208,PGC1503349,PGC1503349,349.897522,16.208237,r,3.72,0.12,1.68,0.15,0.4516129032258064,2.2142857142857144,20.63,0.12,0.019,15.84,0.25,SB,,PGC1503349,NED,thick_like,PGC1503349,PGC1503349,PGC1503349,349.897522,16.208237,PGC1503349,PGC1503349,NED,,True,coord_review,UGC12506,169.0,0.1348958198421924,Bizyaev_2014,2,0.35,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.7342572475497555,0.5,0.29505901180236044,1.1994218257849336,0.29505901180236044,386.71581044313916,0.16182462482913224,47.027786376506825,1824.7450908081776,47.01737705126272,1934.4490993608365,1981.4664764120992,184.66466380727047,60.33533619272953,62.53940425395953
