galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,propagation_source_i,propagation_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC05986,0.63,29.5,32.52584971987665,2.53,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.239092251056424,0.04310607812080125,0.002351526737358146,22895.4063289526,50145.72220430221,0.5473959514692032,27449.56531813436,0.45260404853079683,0.4449811422185593,0.461847732542442,0.4971776945358666,0.48840668846249735,0.5265999053417545,0.07831622569427167,0.3309151303643549,225870712.93037254,5.5459999999999985,1,32.52584971987665,0.1025711769449713,0.046424129947862734
UGC05986,1.26,50.8,44.27149421467497,3.76,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.239092251056424,0.04310607812080125,0.002351526737358146,22895.4063289526,50145.72220430221,0.5473959514692032,27449.56531813436,0.45260404853079683,0.4449811422185593,0.461847732542442,0.4971776945358666,0.48840668846249735,0.5265999053417545,0.07831622569427167,0.3309151303643549,225870712.93037254,5.5459999999999985,1,44.27149421467497,0.1285138934119099,0.05816590845068573
UGC05986,1.88,68.2,53.76221070603403,2.58,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.239092251056424,0.04310607812080125,0.002351526737358146,22895.4063289526,50145.72220430221,0.5473959514692032,27449.56531813436,0.45260404853079683,0.4449811422185593,0.461847732542442,0.4971776945358666,0.48840668846249735,0.5265999053417545,0.07831622569427167,0.3309151303643549,225870712.93037254,5.5459999999999985,1,53.76221070603403,0.21169779023410512,0.09581527692497936
UGC05986,2.51,84.3,66.168567311073,2.28,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.230457329207106,0.045241375517058695,0.0025819821969212792,33997.24018821498,60520.575310823784,0.5626487345935236,34683.550737279824,0.43735126540647634,0.45600240784727397,0.4694903171205856,0.4987426132357743,0.49158580730468066,0.5212714664338672,0.08975846136988985,0.3647858673660898,263945908.32760674,7.416377853736088,1,66.168567311073,0.2150822383028113,0.09406648908819182
UGC05986,3.13,95.3,70.93660973009635,2.01,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.2219594696093647,0.04734277930385173,0.0028087796333167436,44922.85446240971,70730.74820930533,0.5776594100492042,41802.71099104203,0.4223405899507959,0.46684873275172334,0.4770115908324094,0.5002826919563185,0.4947144639430198,0.5160276059213433,0.10101907425700617,0.3981189736217655,301416735.54393244,9.257067170111288,1,70.93660973009635,0.25564942570727855,0.10797112927379418
UGC05986,3.77,106.0,72.34067458905814,3.58,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.2131874855084703,0.04951197030957358,0.0030428931160475453,56200.907906739754,81270.28152386693,0.5931543008421647,49151.52157557076,0.40684569915783536,0.4780449391047033,0.4847754862768727,0.5018724506355898,0.4979440449890473,0.5106145886180928,0.11264293272112624,0.4325273413695597,340096299.12207514,11.157133561208267,2,72.34067458905814,0.31754080576360244,0.12919011113203524
UGC05986,4.39,112.0,74.73848272476502,4.25,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.2046896259107287,0.05161337409636662,0.0032696905524430098,67126.52218093447,91480.45442234847,0.6081649762978452,56270.68182933297,0.3918350237021549,0.48889126400915267,0.49229675998869654,0.5034125293561339,0.5010727016273864,0.5053707281055688,0.12390354560824254,0.4658604476252354,377567126.33840084,12.997822877583465,2,74.73848272476502,0.33269211852888375,0.13036042414928528
UGC05986,5.02,115.0,75.43128064669192,3.18,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.196054704061411,0.053748671492624064,0.003500146012006143,78228.35604019686,101855.30752887003,0.6234177594221656,63504.66724847843,0.3765822405778344,0.49991252963786736,0.49993934456684014,0.5049774480560416,0.5042518204695697,0.5000422891976817,0.1353457812838607,0.4997311846269703,415642321.73563504,14.868200731319554,2,75.43128064669192,0.34407582046354857,0.1295728433988198
UGC05986,5.65,116.0,72.3922930980916,2.32,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.1831217243585637,0.055894120728776996,0.0034583348854586838,74547.41341989074,98321.02671860644,0.6288278717521761,61750.33487350402,0.3711721282478239,0.5090045200207964,0.5095653169530724,0.5039934886436221,0.503423007727344,0.4940560872364863,0.13821074000498915,0.510464659848574,388998399.87254274,16.73417,2,72.3922930980916,0.3759285077750724,0.13953418429990225
UGC05986,6.28,116.0,69.05063649235971,2.01,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.170154360192888,0.05803965117964909,0.0034143456262223392,70748.20858774806,94675.47283700856,0.634159242715832,59924.095956176636,0.365840757284168,0.5180810762017592,0.5192071564417693,0.502989138206304,0.5025621315324432,0.4880646231708645,0.1410070805104816,0.5210130369759366,361836725.0713678,18.600103999999998,2,69.05063649235971,0.4047358923072438,0.14806888534176554
