r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.27,38.5,32.42834099981064,6.88,UGC05721,3.67,32.22,0.0,5489.814814814815,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,1,2.3095543956684357,0.04551309073669296,0.9657902128457696,0.047303785314398834,0.04568553288720384,0.03289358367878676,333054.9345409095,2.3669790137214988,2.2221717956850826,0.35714285714285715,0.23470109799565994,253100893.94981244,0.5537860550877951,0.039905790580026856,0.06321262602318467,0.2733964929066485,0.028048764215698442,0.9828253889153353,3.217393244907978,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,150279.4287922394,201.43347729189566,204.0270645622895,-165.5270645622895,6.0716590001893564
0.45,47.4,40.713056873686114,4.57,UGC05721,5.99,40.27,0.0,4992.799999999999,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,1,2.3095543956684357,0.04551309073669296,0.9657902128457696,0.047303785314398834,0.04568553288720384,0.03289358367878676,333054.9345409095,2.3669790137214988,2.2221717956850826,0.35714285714285715,0.23470109799565994,253100893.94981244,0.5537860550877951,0.039905790580026856,0.06321262602318467,0.2733964929066485,0.028048764215698442,0.9828253889153353,3.217393244907978,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,54100.59436520618,156.02970058403233,161.25390061745105,-113.85390061745105,6.686943126313885
0.63,55.5,44.23539306935115,4.57,UGC05721,8.14,43.48,0.0,4889.285714285715,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,1,2.3095543956684357,0.04551309073669296,0.9657902128457696,0.047303785314398834,0.04568553288720384,0.03289358367878676,333054.9345409095,2.3669790137214988,2.2221717956850826,0.35714285714285715,0.23470109799565994,253100893.94981244,0.5537860550877951,0.039905790580026856,0.06321262602318467,0.2733964929066485,0.028048764215698442,0.9828253889153353,3.217393244907978,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,27602.344063880704,131.86916531261144,139.09078603647635,-83.59078603647635,11.264606930648853
0.81,56.4,45.20808887798731,5.45,UGC05721,10.08,44.07,0.0,3927.111111111111,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,1,2.3095543956684357,0.04551309073669296,0.9657902128457696,0.047303785314398834,0.04568553288720384,0.03289358367878676,333054.9345409095,2.3669790137214988,2.2221717956850826,0.35714285714285715,0.23470109799565994,253100893.94981244,0.5537860550877951,0.039905790580026856,0.06321262602318467,0.2733964929066485,0.028048764215698442,0.9828253889153353,3.217393244907978,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,16697.71431024882,116.2976723382783,124.77547792455672,-68.37547792455672,11.19191112201269
1.17,67.8,46.08581235044035,4.57,UGC05721,13.25,44.14,0.0,3928.9230769230767,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,2,2.2640413049317427,0.02619131350092818,0.9948418405037508,0.02895234947456701,0.028803008638186047,0.048447208343407225,333054.9345409095,2.117872662360308,2.3270978533173077,0.19553072625698323,0.45325127317835595,684165074.2995051,0.9104909348037719,0.005607300156666106,0.04850243240912626,0.2733964929066485,0.028048764215698442,0.9828253889153353,3.217393244907978,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,11787.2611611537,117.43549530933919,126.15465769661391,-58.35465769661391,21.714187649559648
1.35,76.4,45.50434924268228,4.57,UGC05721,15.37,42.83,0.0,4323.674074074074,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,2,2.2640413049317427,0.02619131350092818,0.9948418405037508,0.02895234947456701,0.028803008638186047,0.048447208343407225,333054.9345409095,2.117872662360308,2.3270978533173077,0.19553072625698323,0.45325127317835595,684165074.2995051,0.9104909348037719,0.005607300156666106,0.04850243240912626,0.2733964929066485,0.028048764215698442,0.9828253889153353,3.217393244907978,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,8853.542827710999,109.32649641056759,118.41844711618982,-42.01844711618982,30.895650757317725
1.53,81.2,44.93766794127172,4.57,UGC05721,18.44,40.98,0.0,4309.437908496732,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,2,2.2640413049317427,0.02619131350092818,0.9948418405037508,0.02895234947456701,0.028803008638186047,0.048447208343407225,333054.9345409095,2.117872662360308,2.3270978533173077,0.19553072625698323,0.45325127317835595,684165074.2995051,0.9104909348037719,0.005607300156666106,0.04850243240912626,0.2733964929066485,0.028048764215698442,0.9828253889153353,3.217393244907978,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,6892.896665172923,102.69436156729626,112.09605656629753,-30.89605656629753,36.26233205872828
1.89,82.6,43.049629498986405,4.57,UGC05721,22.09,36.95,0.0,3609.9259259259256,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,3,2.2571717686665793,0.007471950858619181,0.9878899913673272,0.019948787280448688,0.0197072072942711,0.06381883003293869,333054.9345409095,2.063599673304462,2.308692858686915,0.13307984790874525,0.5,825295824.7331685,1.0,0.012476836421829507,0.009579424177716898,0.2733964929066485,0.028048764215698442,0.9828253889153353,3.217393244907978,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,5950.330690377599,106.04774870224102,114.45259107951057,-31.852591079510574,39.55037050101359
2.07,82.3,40.63814095157405,4.57,UGC05721,20.36,35.17,0.0,3272.12077294686,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,3,2.2571717686665793,0.007471950858619181,0.9878899913673272,0.019948787280448688,0.0197072072942711,0.06381883003293869,333054.9345409095,2.063599673304462,2.308692858686915,0.13307984790874525,0.5,825295824.7331685,1.0,0.012476836421829507,0.009579424177716898,0.2733964929066485,0.028048764215698442,0.9828253889153353,3.217393244907978,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,4960.483619010438,101.33213257082674,109.17719354953033,-26.877193549530332,41.661859048425946
2.25,82.1,38.23119276193198,4.57,UGC05721,17.96,33.75,0.0,2995.7377777777774,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,3,2.2571717686665793,0.007471950858619181,0.9878899913673272,0.019948787280448688,0.0197072072942711,0.06381883003293869,333054.9345409095,2.063599673304462,2.308692858686915,0.13307984790874525,0.5,825295824.7331685,1.0,0.012476836421829507,0.009579424177716898,0.2733964929066485,0.028048764215698442,0.9828253889153353,3.217393244907978,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,4198.553335130434,97.19436714153488,104.4431381376655,-22.343138137665505,43.868807238068015
