r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,r_scale,sigma_scale
0.63,29.5,32.52584971987665,2.53,UGC05986,-2.22,32.45,0.0,1381.3492063492065,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.0502753892255186,0.0,1.0,0.05027538922551855,0.05027538922551855,0.12568847306379638,1.361992468341679e-06,0.0009263127199036283,32.52584973306701,-3.0258497330670124,-3.0258497198766534,2.703808413193847,0.36984869013657656
1.26,50.8,44.27149421467497,3.76,UGC05986,-8.54,43.44,0.0,2048.126984126984,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.0502753892255186,0.0,1.0,0.05027538922551855,0.05027538922551855,0.12568847306379638,3.4049811708541974e-07,0.0006550020057432106,44.27149421952039,6.528505780479605,6.528505785325024,2.703808413193847,0.36984869013657656
1.88,68.2,53.76221070603403,2.58,UGC05986,-2.13,53.72,0.0,2474.0638297872347,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.0502753892255186,0.0,1.0,0.05027538922551855,0.05027538922551855,0.12568847306379638,1.5294669836034758e-07,0.0005362273705411292,53.76221070870821,14.437789291291793,14.43778929396597,2.703808413193847,0.36984869013657656
2.51,84.3,66.168567311073,2.28,UGC05986,8.88,65.57,0.0,2831.2709163346617,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,1,2.0502753892255186,0.0,1.0,0.05027538922551855,0.05027538922551855,0.12568847306379638,8.580416353467605e-08,0.0004640780650623738,66.16856731270043,18.131432687299565,18.131432688926992,2.703808413193847,0.36984869013657656
3.77,106.0,72.34067458905814,3.58,UGC05986,16.04,70.54,0.0,2980.371352785146,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.015376207504578,0.03489918172094075,0.9099544814101962,0.05027538922551855,0.0457483157304025,0.24051674554710667,7.27818303154885e-08,0.0005238201029832586,72.34067459095463,33.659325409045366,33.65932541094186,2.703808413193847,0.36984869013657656
4.39,112.0,74.73848272476502,4.25,UGC05986,20.82,71.78,0.0,2857.4031890660594,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.015376207504578,0.03489918172094075,0.9099544814101962,0.05027538922551855,0.0457483157304025,0.24051674554710667,5.3675566030220194e-08,0.00048542325332916083,74.73848272634142,37.26151727365858,37.26151727523498,2.703808413193847,0.36984869013657656
5.02,115.0,75.43128064669192,3.18,UGC05986,24.3,71.41,0.0,2634.4621513944226,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.015376207504578,0.03489918172094075,0.9099544814101962,0.05027538922551855,0.0457483157304025,0.24051674554710667,4.1048589549809004e-08,0.0004539426390415877,75.43128064805782,39.56871935194218,39.56871935330808,2.703808413193847,0.36984869013657656
5.65,116.0,72.3922930980916,2.32,UGC05986,25.4,67.79,0.0,2381.592920353982,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.015376207504578,0.03489918172094075,0.9099544814101962,0.05027538922551855,0.0457483157304025,0.24051674554710667,3.240475765027822e-08,0.000427886527859983,72.39229309935614,43.60770690064386,43.6077069019084,2.703808413193847,0.36984869013657656
6.9,116.0,66.21693212464619,2.28,UGC05986,25.5,61.11,0.0,1950.144927536232,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.008640924139031,0.006735283365546962,0.9819539008943592,0.015376207504577799,0.01509872694008129,0.2784145501667107,2.5150933059388937e-08,0.0004165830506751129,66.21693212595659,49.78306787404341,49.78306787535381,2.703808413193847,0.36984869013657656
7.54,114.0,61.961233041313825,3.05,UGC05986,25.7,56.38,0.0,1723.6074270557028,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.008640924139031,0.006735283365546962,0.9819539008943592,0.015376207504577799,0.01509872694008129,0.2784145501667107,2.1062484133384243e-08,0.00039851114208478187,61.96123304259536,52.03876695740464,52.038766958686175,2.703808413193847,0.36984869013657656
