galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms,source_file
UGC01281,1,0.23,0.84,0.535,0.61,0.35,2.1599482940564743,8.881473492568254,10.914000000000001,4.356,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.0,1.0,0.15994829405647426,0.15994829405647426,0.0975684593744493,1.4660954235589577e-06,0.0008856416044902375,8.8814735367254,UGC01281_segment_structure_v8_3.csv
UGC01281,2,1.0,1.61,1.3050000000000002,0.6100000000000001,0.35,2.0588337451926773,17.14148187160106,26.139999999999997,5.038,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.101114548863797,0.7326107320134823,0.15994829405647426,0.11717983679302132,0.16904815981819232,4.269232225267752e-07,0.000746414633697278,17.141481887852127,UGC01281_segment_structure_v8_3.csv
UGC01281,3,1.76,2.22,1.9900000000000002,0.4600000000000002,0.35,2.0363232998740926,22.166147625823672,38.525000000000006,4.865,4,4.99,0.23,3.077111879822369,0.32498005891736587,0.022510445318584704,0.9330773670309876,0.058833745192677256,0.05489643605695532,0.19430052040439177,2.1102220934129248e-07,0.0006480232994184484,22.166147635296095,UGC01281_segment_structure_v8_3.csv
UGC01281,4,2.38,3.07,2.7249999999999996,0.69,0.35,2.0253075013708703,25.118562460484434,48.379999999999995,6.388,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.011015798503222207,0.966671217005207,0.03632329987409255,0.03511268849493413,0.21852827546589632,1.265712240025625e-07,0.0005872874810576017,25.118562467350003,UGC01281_segment_structure_v8_3.csv
UGC01281,5,3.46,4.99,4.225,1.5300000000000002,0.35,2.0152662878215204,26.65534840303284,55.620000000000005,4.0,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.010041213549349948,0.9695745252257474,0.025307501370870344,0.024537508626311565,0.256070663664153,6.169738471676999e-08,0.0005105599381349395,26.655348407922503,UGC01281_segment_structure_v8_3.csv
UGC04278,1,0.14,1.25,0.6950000000000001,1.1099999999999999,0.35,2.104449555589894,17.252937366659097,22.345999999999997,5.018,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.0,1.0,0.10444955558989388,0.10444955558989388,0.1159390067047822,1.0323342131911696e-06,0.0008470373534666951,17.252937387451855,UGC04278_segment_structure_v8_3.csv
UGC04278,2,1.52,2.63,2.075,1.1099999999999999,0.35,2.0311824366281934,31.76649967257124,42.42,4.0,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.07326711896170046,0.7532908073807141,0.10444955558989388,0.07868089006086794,0.2032747946723456,2.0305219269077953e-07,0.0006491019179091736,31.766499679202962,UGC04278_segment_structure_v8_3.csv
UGC04278,3,2.91,4.01,3.46,1.0999999999999996,0.35,2.0174884183772774,33.98739353469354,55.120000000000005,6.544,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.013694018250915985,0.9484264591850278,0.031182436628193422,0.029574247960039005,0.2358064674283885,8.471569329307949e-08,0.0005414021599458715,33.98739353900567,UGC04278_segment_structure_v8_3.csv
UGC04278,4,4.29,5.4,4.845000000000001,1.1100000000000003,0.35,2.011929812206079,36.39439984531107,75.44,4.0,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.005558606171198299,0.9787357305266033,0.017488418377277437,0.017116539936239506,0.2548058267576144,4.668551423797542e-08,0.0004755957490169471,36.39439984841857,UGC04278_segment_structure_v8_3.csv
UGC04278,5,5.68,6.69,6.1850000000000005,1.0100000000000007,0.35,2.0090374196658924,48.335042283998504,89.08000000000001,10.664,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.0028923925401866946,0.9888782178937815,0.011929812206079138,0.01179713143415502,0.2667209295061109,2.9987346833509954e-08,0.0004306643010109604,48.33504228591711,UGC04278_segment_structure_v8_3.csv
UGC05721,1,0.27,0.99,0.63,0.72,0.35,2.1402695778916967,41.56777150931113,51.52,5.208,5,6.74,0.27,3.217393244907978,0.3108106233462927,0.0,1.0,0.1402695778916967,0.1402695778916967,0.10099409608202162,1.0943978780048564e-06,0.0008303437018145315,41.56777151760446,UGC05721_segment_structure_v8_3.csv
UGC05721,2,1.17,1.71,1.44,0.54,0.35,2.054713728132017,45.20426179596009,76.89999999999999,8.2275,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.08555584975967978,0.7593694864821988,0.1402695778916967,0.1065164373326925,0.15851297224167557,3.287760549015938e-07,0.0006880679610752815,45.20426180119674,UGC05721_segment_structure_v8_3.csv
UGC05721,3,1.89,2.67,2.28,0.78,0.35,2.0321923764151126,39.45641091235627,82.1,4.57,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.02252135171690428,0.9301029082910349,0.054713728132016914,0.05088939765903395,0.19820670241572205,1.6398683989050537e-07,0.0006114654486971052,39.45641091709428,UGC05721_segment_structure_v8_3.csv
UGC05721,4,3.15,4.49,3.8200000000000003,1.3400000000000003,0.35,2.0177024685754015,32.80303406408797,78.525,4.57,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.014489907839711158,0.9544502758670144,0.032192376415112633,0.03072602255021902,0.23937957263301554,7.055384979393812e-08,0.0005191490211999283,32.80303406819606,UGC05721_segment_structure_v8_3.csv
UGC05721,5,4.93,6.74,5.835,1.8100000000000005,0.35,2.0108361210313346,31.605710564737638,78.7,4.57,5,6.74,0.27,3.217393244907978,0.3108106233462927,0.0068663475440668975,0.9781504952074849,0.017702468575401475,0.017315678403423893,0.27072095054321277,3.419798363598822e-08,0.0004467048628747971,31.605710567894427,UGC05721_segment_structure_v8_3.csv
UGC05750,1,0.31,4.09,2.1999999999999997,3.78,0.35,2.034638242641633,19.55186144552288,25.28,7.7,5,22.85,0.31,4.300134098843159,0.23255088725466128,0.0,1.0,0.03463824264163318,0.03463824264163318,0.1309325571853734,1.1634899680250915e-07,0.0005059325972553262,19.55186145206875,UGC05750_segment_structure_v8_3.csv
UGC05750,2,4.82,22.85,13.835,18.03,0.35000000000000003,2.0040949974021585,41.681157619043795,68.21666666666665,9.233333333333333,6,22.85,0.31,4.300134098843159,0.23255088725466128,0.030543245239474714,0.8769195268979102,0.03463824264163318,0.030374951349875983,0.6785929300236373,1.5247946459011467e-08,0.0004592987472881062,41.68115762157438,UGC05750_segment_structure_v8_3.csv
UGC05986,1,0.63,3.13,1.88,2.5,0.35,2.0502753892255186,53.532946336351,65.62,2.6319999999999997,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.0,1.0,0.05027538922551855,0.05027538922551855,0.12568847306379638,1.5294669836034758e-07,0.0005362273705411292,53.53294633903664,UGC05986_segment_structure_v8_3.csv
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,0.35,2.015376207504578,72.79067351019327,113.0,3.068,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.03489918172094075,0.9099544814101962,0.05027538922551855,0.0457483157304025,0.24051674554710667,4.0966941455548384e-08,0.0004537167407250152,72.79067351160732,UGC05986_segment_structure_v8_3.csv
UGC05986,3,6.9,9.41,8.155000000000001,2.51,0.35,2.008640924139031,59.828755730292514,111.6,4.101999999999999,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.006735283365546962,0.9819539008943592,0.015376207504577799,0.01509872694008129,0.2784145501667107,1.800546542795729e-08,0.0003831899927777234,59.82875573151964,UGC05986_segment_structure_v8_3.csv
UGC06667,1,0.87,3.5,2.185,2.63,0.35,2.046092605687848,14.461322096856858,49.525000000000006,3.5,4,7.85,0.87,2.1997755991278245,0.4545918230916298,0.0,1.0,0.04609260568784812,0.04609260568784812,0.12122355295904055,1.0920549223320372e-07,0.0004884813205533556,14.461322105106934,UGC06667_segment_structure_v8_3.csv
UGC06667,2,4.37,7.85,6.109999999999999,3.4799999999999995,0.35,2.0131010127730398,31.2656471036617,82.53999999999999,3.34,5,7.85,0.87,2.1997755991278245,0.4545918230916298,0.032991592914808354,0.9299968303463694,0.04609260568784812,0.04286597719210379,0.2703971535875617,3.1151577913813595e-08,0.00043627530419839376,31.265647106705554,UGC06667_segment_structure_v8_3.csv
UGC06917,1,1.74,5.24,3.49,3.5,0.35,2.0318717320396127,61.92095464486067,81.17999999999999,3.9799999999999995,5,10.47,1.74,1.794628911656008,0.557218260279359,0.0,1.0,0.03187173203961269,0.03187173203961269,0.11155106213864441,3.938974874284423e-08,0.0003707697710338943,61.92095464597072,UGC06917_segment_structure_v8_3.csv
UGC06917,2,6.11,10.47,8.290000000000001,4.36,0.35000000000000003,2.010702714775933,68.8610731755489,105.0,4.316666666666666,6,10.47,1.74,1.794628911656008,0.557218260279359,0.021169017263679812,0.9627220574285598,0.03187173203961269,0.030683619442987673,0.24533164291007067,1.5353410467483046e-08,0.00035676290835151916,68.86107317647307,UGC06917_segment_structure_v8_3.csv
UGC07089,1,0.87,3.5,2.185,2.63,0.35,2.046092605687848,36.64117958084035,37.974999999999994,4.3,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.0,1.0,0.04609260568784812,0.04609260568784812,0.12122355295904055,1.0920549223320372e-07,0.0004884813205533556,36.64117958409644,UGC07089_segment_structure_v8_3.csv
UGC07089,2,4.37,6.55,5.46,2.1799999999999997,0.35,2.0150102292409753,53.57789334738961,66.22500000000001,4.875,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.03108237644687284,0.9294416228393915,0.04609260568784812,0.042840386231409726,0.21461559494351373,3.096252326102952e-08,0.00041116344317706696,53.57789334896727,UGC07089_segment_structure_v8_3.csv
UGC07089,3,6.98,9.16,8.07,2.1799999999999997,0.35,2.009372260474542,53.43893757923338,75.175,6.3999999999999995,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.00563796876643341,0.9868153010082664,0.015010229240975281,0.014812323886636105,0.24690646101638045,1.6305936243279615e-08,0.0003627518511093589,53.43893758046459,UGC07089_segment_structure_v8_3.csv
UGC08490,1,0.34,2.03,1.1849999999999998,1.6899999999999997,0.35000000000000003,2.0728745660628807,42.857470245607225,60.900000000000006,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.0,1.0,0.07287456606288067,0.07287456606288067,0.12315801664626833,3.772127297079186e-07,0.0006685784058013567,42.85747025082215,UGC08490_segment_structure_v8_3.csv
UGC08490,2,2.37,4.06,3.215,1.6899999999999995,0.35000000000000003,2.0227152452949775,44.92403110569881,78.14999999999999,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.05015932076790319,0.843365143717434,0.07287456606288067,0.061459868880966995,0.22702519505510252,9.446533252366711e-08,0.0005510953130481058,44.924031109079024,UGC08490_segment_structure_v8_3.csv
UGC08490,3,4.39,6.09,5.24,1.7000000000000002,0.35000000000000003,2.012834742091601,38.707034034772285,79.31666666666666,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.009880503203376634,0.9669998016132114,0.022715245294977482,0.02196563769383866,0.26436677913462825,4.140994566341974e-08,0.00046581983134718453,38.70703403757524,UGC08490_segment_structure_v8_3.csv
UGC08490,4,6.42,8.12,7.27,1.6999999999999993,0.35000000000000003,2.0087639803149546,34.32792483425858,79.8,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.004070761776646226,0.9862696722440181,0.012834742091600848,0.012658516876019672,0.2858862578238617,2.3264022695769297e-08,0.0004112535045422018,34.32792483672202,UGC08490_segment_structure_v8_3.csv
UGC08490,5,8.46,10.15,9.305,1.6899999999999995,0.35000000000000003,2.006579539707975,31.63884744527787,77.61666666666667,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.002184440606979532,0.992608473395268,0.008763980314954622,0.008699201121293288,0.30058790771884736,1.4931351014671384e-08,0.00037274149378827844,31.63884744747353,UGC08490_segment_structure_v8_3.csv
UGC08837,1,0.52,2.09,1.305,1.5699999999999998,0.35,2.0737260345572377,19.17745861076016,17.752499999999998,2.07,4,4.2,0.52,2.089010992695987,0.47869542261692144,0.0,1.0,0.0737260345572377,0.0737260345572377,0.11574987425486317,2.9232089469120157e-07,0.0006176396745449713,19.17745862070618,UGC08837_segment_structure_v8_3.csv
UGC08837,2,2.63,4.2,3.415,1.5700000000000003,0.35,2.0233160378186956,32.88988635846468,43.225,3.0075,4,4.2,0.52,2.089010992695987,0.47869542261692144,0.05040999673854207,0.900048131783311,0.0737260345572377,0.06635697966703362,0.21993033233210596,8.110807034082072e-08,0.0005262927514358361,32.889886362675455,UGC08837_segment_structure_v8_3.csv
UGC12506,1,0.82,9.02,4.92,8.2,0.35000000000000003,2.0167845746748188,109.39646172839652,181.83333333333334,17.9,6,49.99,0.82,4.110273924149317,0.2432927874039356,0.0,1.0,0.016784574674818753,0.016784574674818753,0.13763351233351376,2.445424968315539e-08,0.000346864394888153,109.39646172894642,UGC12506_segment_structure_v8_3.csv
UGC12506,2,10.65,18.85,14.75,8.200000000000001,0.35000000000000003,2.0045166410583635,177.94576202553347,240.0,11.6,6,49.99,0.82,4.110273924149317,0.2432927874039356,0.012267933616455284,0.9508256489833572,0.016784574674818753,0.015959204108094163,0.2684989860198859,5.307853945246941e-09,0.0002798050137013138,177.94576202575345,UGC12506_segment_structure_v8_3.csv
UGC12506,3,20.49,30.32,25.405,9.830000000000002,0.35000000000000003,2.002385429013577,168.50919584502986,248.71428571428572,12.07142857142857,7,49.99,0.82,4.110273924149317,0.2432927874039356,0.0021312120447865013,0.9912783905386591,0.004516641058363469,0.004477248678975365,0.3125103405342138,2.082506417035182e-09,0.00023001320728336188,168.50919584518687,UGC12506_segment_structure_v8_3.csv
UGC12506,4,31.96,38.52,35.24,6.560000000000002,0.35,2.001629975819223,152.28746127646687,242.2,16.8,5,49.99,0.82,4.110273924149317,0.2432927874039356,0.0007554531943538834,0.9968996963321547,0.0023854290135769673,0.00237803345925679,0.32811024002693834,1.1363401185725796e-09,0.00020011153334702553,152.28746127659835,UGC12506_segment_structure_v8_3.csv
UGC12506,5,40.16,49.99,45.075,9.830000000000005,0.35000000000000003,2.001225931082285,144.06925810466495,230.28571428571428,14.628571428571425,7,49.99,0.82,4.110273924149317,0.2432927874039356,0.00040404473693822496,0.9983406437101116,0.001629975819223084,0.0016272711085950902,0.34410631502442807,7.284194384114047e-10,0.00018120018263344568,144.0692581047789,UGC12506_segment_structure_v8_3.csv
UGCA281,1,0.25,1.08,0.665,0.8300000000000001,0.35000000000000003,2.1288839663765535,17.94486518706182,24.633333333333336,1.6616666666666664,6,1.08,0.25,1.463255402256019,0.6834076938709533,0.0,1.0,0.12888396637655353,0.12888396637655353,0.10697369209253943,1.0403849218332831e-06,0.0008317788005348137,17.944865206339088,UGCA281_segment_structure_v8_3.csv
