r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,sigma_desc_i,beta_i,omega_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,a_i,psi_i,g_scale_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.23,6.81,9.708166665236027,8.19,NGC0100,-0.86,9.67,0.0,201.6352173913043,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,1,0.35,3.145864917611259,3.087722843482061,0.05814207412919803,0.7924786442705308,0.08121960185411949,1.0,1.1081774351584106,0.7034504565076578,0.5,0.0945945945945946,0.0945945945945946,0.1663986595842647,837.587743943483,7.131268577341973,409.7760869565217,416.90735553386367,9.79227714950862,-2.9822771495086196,-2.898166665236027
0.69,20.0,23.848224252551802,4.09,NGC0100,-1.93,23.77,0.0,579.7101449275362,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,1,0.35,3.145864917611259,3.087722843482061,0.05814207412919803,0.7924786442705308,0.08121960185411949,1.0,1.1081774351584106,0.7034504565076578,0.5,0.0945945945945946,0.0945945945945946,0.1663986595842647,837.587743943483,7.131268577341973,824.2576811594204,831.3889497367624,23.951166470933437,-3.951166470933437,-3.848224252551802
1.15,33.0,34.888313229504234,4.0,NGC0100,-3.62,34.7,0.0,946.9565217391304,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,1,0.35,3.145864917611259,3.087722843482061,0.05814207412919803,0.7924786442705308,0.08121960185411949,1.0,1.1081774351584106,0.7034504565076578,0.5,0.0945945945945946,0.0945945945945946,0.1663986595842647,837.587743943483,7.131268577341973,1058.4299130434783,1065.5611816208202,35.00564752813384,-2.005647528133842,-1.8883132295042344
2.05,49.9,46.864233696925,4.0,NGC0100,-3.92,46.7,0.0,1214.639024390244,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,2,0.35,3.1216917392335692,3.087722843482061,0.0339688957515083,0.4629973191651875,0.04752063497113621,1.0,1.1698966948154346,0.6372704729337906,0.5,0.28430353430353433,0.28430353430353433,0.4213167413160026,979.1032463069458,15.475350646354201,1071.344585365854,1086.8199360122082,47.201492230913914,2.698507769086085,3.0357663030750004
2.51,55.5,50.432261499956546,4.0,NGC0100,3.21,50.33,0.0,1227.191235059761,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,2,0.35,3.1216917392335692,3.087722843482061,0.0339688957515083,0.4629973191651875,0.04752063497113621,1.0,1.1698966948154346,0.6372704729337906,0.5,0.28430353430353433,0.28430353430353433,0.4213167413160026,979.1032463069458,15.475350646354201,1013.3119521912348,1028.787302837589,50.81590430290844,4.684095697091557,5.067738500043454
2.97,61.9,53.637107490989855,4.0,NGC0100,7.43,53.12,0.0,1290.104377104377,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,2,0.35,3.1216917392335692,3.087722843482061,0.0339688957515083,0.4629973191651875,0.04752063497113621,1.0,1.1698966948154346,0.6372704729337906,0.5,0.28430353430353433,0.28430353430353433,0.4213167413160026,979.1032463069458,15.475350646354201,968.6664309764309,984.1417816227851,54.06386123298697,7.836138767013026,8.262892509010143
3.88,73.1,56.365657097207695,4.0,NGC0100,11.97,55.08,0.0,1377.219072164948,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,3.0472406264527185,3.087722843482061,-0.040482217029342404,-0.5517741317103778,-0.05661450028724205,1.0,1.114815537262585,0.3254246431947749,0.5,0.497920997920998,0.497920997920998,0.6163405619563866,635.5043046488631,-19.971451464257125,818.8369329896908,798.8654815254337,55.674034058245525,17.42596594175447,16.7343429027923
4.34,76.1,55.843868956224725,3.0,NGC0100,13.61,54.16,0.0,1334.3801843317972,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,3.0472406264527185,3.087722843482061,-0.040482217029342404,-0.5517741317103778,-0.05661450028724205,1.0,1.114815537262585,0.3254246431947749,0.5,0.497920997920998,0.497920997920998,0.6163405619563866,635.5043046488631,-19.971451464257125,718.5570737327188,698.5856222684616,55.06234285466905,21.037657145330947,20.25613104377527
4.79,77.8,55.34125766550666,5.34,NGC0100,14.82,53.32,0.0,1263.6409185803757,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,3.0472406264527185,3.087722843482061,-0.040482217029342404,-0.5517741317103778,-0.05661450028724205,1.0,1.114815537262585,0.3254246431947749,0.5,0.497920997920998,0.497920997920998,0.6163405619563866,635.5043046488631,-19.971451464257125,639.3851356993737,619.4136842351165,54.470097737072294,23.329902262927703,22.458742334493337
5.24,79.0,54.778101463997444,4.0,NGC0100,15.7,52.48,0.0,1191.030534351145,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,3.0472406264527185,3.087722843482061,-0.040482217029342404,-0.5517741317103778,-0.05661450028724205,1.0,1.114815537262585,0.3254246431947749,0.5,0.497920997920998,0.497920997920998,0.6163405619563866,635.5043046488631,-19.971451464257125,572.6412977099234,552.6698462456662,53.81440322374012,25.185596776259878,24.221898536002556
