galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,I_ext_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
UGC07089,0.87,20.9,19.68121185293223,4.7,9.19,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC07089_structure_enriched.csv,1,2.4183837626670943,0.09966522139637402,0.4409146814590795,567551.7590939109,623329.859134154,529830.3802640309,0.15000000000000008,12915382.662322914,52.8107945,19.68121185293223,0.05831522234774017,0.00874728335216103
UGC07089,1.74,36.4,34.07028323921009,3.9,9.19,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC07089_structure_enriched.csv,1,2.4183837626670943,0.09966522139637402,0.4409146814590795,567551.7590939109,623329.859134154,529830.3802640309,0.15000000000000008,12915382.662322914,52.8107945,34.07028323921009,0.06400320771400844,0.00960048115710127
UGC07089,2.61,43.4,44.03643264389158,3.9,9.19,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC07089_structure_enriched.csv,1,2.4183837626670943,0.09966522139637402,0.4409146814590795,567551.7590939109,623329.859134154,529830.3802640309,0.15000000000000008,12915382.662322914,52.8107945,44.03643264389158,0.014664346633446568,0.0021996519950169863
UGC07089,4.37,59.7,52.13794971035973,3.9,9.19,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC07089_structure_enriched.csv,2,2.3187185412707203,0.07698665255659609,0.09492076075032813,243453.23729756914,376901.9019846911,320366.6166869874,0.15000000000000008,33314930.155343357,109.38673199999997,52.13794971035973,0.1266675090392006,0.0190001263558801
UGC07089,5.24,64.5,53.93761303580276,4.4,9.19,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC07089_structure_enriched.csv,2,2.3187185412707203,0.07698665255659609,0.09492076075032813,243453.23729756914,376901.9019846911,320366.6166869874,0.15000000000000008,33314930.155343357,109.38673199999997,53.93761303580276,0.16375793742941452,0.02456369061441219
UGC07089,6.11,67.9,54.11803119109194,3.9,9.19,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC07089_structure_enriched.csv,2,2.3187185412707203,0.07698665255659609,0.09492076075032813,243453.23729756914,376901.9019846911,320366.6166869874,0.15000000000000008,33314930.155343357,109.38673199999997,54.11803119109194,0.20297450381307905,0.030446175571961873
UGC07089,6.98,70.3,54.096145888593576,6.1,9.19,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC07089_structure_enriched.csv,3,2.264410457553902,0.05430808371681817,0.013062368717043969,23510.92350144042,135199.8316514482,114919.85690373098,0.15000000000000002,33142347.834162552,161.675994,54.096145888593576,0.23049579105841284,0.03457436865876193
UGC07089,7.85,73.7,53.82706010920529,6.1,9.19,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC07089_structure_enriched.csv,3,2.264410457553902,0.05430808371681817,0.013062368717043969,23510.92350144042,135199.8316514482,114919.85690373098,0.15000000000000002,33142347.834162552,161.675994,53.82706010920529,0.26964640286017244,0.040446960429025874
UGC07089,8.72,77.6,53.22826692651189,6.1,9.19,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC07089_structure_enriched.csv,3,2.264410457553902,0.05430808371681817,0.013062368717043969,23510.92350144042,135199.8316514482,114919.85690373098,0.15000000000000002,33142347.834162552,161.675994,53.22826692651189,0.3140687251738158,0.04711030877607238
UGC07089,9.16,79.1,52.60427739262274,7.3,9.19,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC07089_structure_enriched.csv,3,2.264410457553902,0.05430808371681817,0.013062368717043969,23510.92350144042,135199.8316514482,114919.85690373098,0.15000000000000002,33142347.834162552,161.675994,52.60427739262274,0.3349648875774621,0.05024473313661933
