galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC05721,0.09,16.5,16.6754250320644,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2.8907233540751536,2.7318438036669845,-0.18513791762823015,0.5,0.06169665809768638,0.40201472977571084,0.40201472977571084,354772166.22824734,0.37908000000000003,1,16.6754250320644,0.010631820125115135,0.0042741482946221255
UGC05721,0.27,38.5,32.42834099981064,6.88,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2.8907233540751536,2.7318438036669845,-0.18513791762823015,0.5,0.06169665809768638,0.40201472977571084,0.40201472977571084,354772166.22824734,0.37908000000000003,1,32.42834099981064,0.15770542857634692,0.06339990525328278
UGC05721,0.45,47.4,40.713056873686114,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2.8907233540751536,2.7318438036669845,-0.18513791762823015,0.5,0.06169665809768638,0.40201472977571084,0.40201472977571084,354772166.22824734,0.37908000000000003,1,40.713056873686114,0.14107474950029295,0.056714127298536365
UGC05721,0.63,55.5,44.23539306935115,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2.820110220560412,2.698518978493903,-0.19367428912997667,0.5104435902503455,0.0683800657418791,0.4237892342699973,0.4237892342699973,444833405.9218047,0.471744,1,44.23539306935115,0.20296589064232168,0.08601475937823752
UGC05721,0.81,56.4,45.20808887798731,5.45,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2.74949708704567,2.665194153320822,-0.20221066063172322,0.520887180500691,0.07506347338607182,0.4455637387642838,0.4455637387642838,534894645.61536217,0.564408,1,45.20808887798731,0.19843814046121794,0.08841683977733236
UGC05721,0.99,59.8,45.253977725720425,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2.6788839535309283,2.63186932814774,-0.21074703213346974,0.5313307707510365,0.08174688103026455,0.4673382432585703,0.4673382432585703,624955885.3089195,0.657072,2,45.253977725720425,0.24324451963678215,0.11367746648932858
UGC05721,1.17,67.8,46.08581235044035,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2.6082708200161866,2.5985445029746588,-0.21928340363521628,0.5417743610013821,0.08843028867445726,0.48911274775285674,0.48911274775285674,715017125.0024769,0.749736,2,46.08581235044035,0.3202682544182839,0.15664728593653782
UGC05721,1.35,76.4,45.50434924268228,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2.544802422023806,2.5577930345950577,-0.2218667278507846,0.54504550653133,0.09685758982576399,0.5107702279566518,0.5107702279566518,719228701.141739,0.9570750967741937,2,45.50434924268228,0.4043933345198655,0.20655207565686226
UGC05721,1.53,81.2,44.93766794127172,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2.488478759553787,2.5096149230089377,-0.21849700478017475,0.5411442073408803,0.1070287844841847,0.5323106838699555,0.5323106838699555,637590613.7267057,1.2790892903225808,2,44.93766794127172,0.4465804440730084,0.2377195415874515
UGC05721,1.71,82.2,44.28921764944601,19.2,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2.4321550970837684,2.4614368114228173,-0.21512728170956488,0.5372429081504306,0.11719997914260541,0.5538511397832591,0.5538511397832591,555952526.3116723,1.601103483870968,2,44.28921764944601,0.4612017317585644,0.2554371048044938
