galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC5985,3.54,223.0,162.22523046678035,8.0,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2.186962331385887,2.1824897941407,-0.00253786649870846,0.4658889439957585,0.07203390747544426,0.38058633186146407,0.38058633186146407,4.4799999999999995,4.4799999999999995,270054009.91655797,145.52652799999996,1,162.22523046678035,0.2725325988036756,0.10372218209136293
NGC5985,4.23,230.0,161.37946244798314,6.13,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2.186962331385887,2.1824897941407,-0.00253786649870846,0.4658889439957585,0.07203390747544426,0.38058633186146407,0.38058633186146407,4.4799999999999995,4.4799999999999995,270054009.91655797,145.52652799999996,1,161.37946244798314,0.2983501632696385,0.11354799424906062
NGC5985,4.97,248.0,161.98045067229563,5.1,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2.186962331385887,2.1824897941407,-0.00253786649870846,0.4658889439957585,0.07203390747544426,0.38058633186146407,0.38058633186146407,4.4799999999999995,4.4799999999999995,270054009.91655797,145.52652799999996,1,161.98045067229563,0.3468530214826789,0.13200751914115835
NGC5985,5.74,258.0,167.12465377675431,6.6,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2.186962331385887,2.1824897941407,-0.00253786649870846,0.4658889439957585,0.07203390747544426,0.38058633186146407,0.38058633186146407,4.4799999999999995,4.4799999999999995,270054009.91655797,145.52652799999996,1,167.12465377675431,0.3522300241211073,0.13405393285172723
NGC5985,6.47,263.0,173.3291951749618,7.0,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2.1857014322238117,2.1807386662565915,-0.0025902516163083013,0.470697244024957,0.07417492502564395,0.3870725764486927,0.3870725764486927,4.4799999999999995,4.4799999999999995,302046910.27360517,156.89481956894787,1,173.3291951749618,0.34095363051345323,0.13197380021237795
NGC5985,7.22,272.0,181.81829775905393,6.25,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2.184330889656339,2.17883526638256,-0.00264719196152552,0.47592365710017276,0.07650211801499143,0.39412284230437594,0.39412284230437594,4.4799999999999995,4.4799999999999995,336821801.96604776,169.2516582308478,1,181.81829775905393,0.33155037588583114,0.130671576511208
NGC5985,8.02,287.0,189.18831702829857,4.01,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2.1828689775843677,2.1768049731835935,-0.00270792832975722,0.4814984977137362,0.07898445720362873,0.40164312588377143,0.40164312588377143,4.4799999999999995,4.4799999999999995,373915019.77131987,182.43228613687435,1,189.18831702829857,0.34080725774112,0.1368828923230196
NGC5985,8.79,289.0,195.74528423438457,7.25,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2.1814618872150953,2.1748508159795876,-0.002766387084180231,0.48686428180429103,0.08137370867269215,0.4088813988289396,0.4088813988289396,4.4799999999999995,4.4799999999999995,409617241.9088942,195.11864049642492,2,195.74528423438457,0.32268067738967277,0.13193812674615918
NGC5985,9.5,292.0,202.5096306351873,6.93,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2.1801644402512212,2.1730489307655048,-0.0028202906109858644,0.4918119528488286,0.08357678470260776,0.41555565050565313,0.41555565050565313,4.4799999999999995,4.4799999999999995,442537472.7110732,206.81644776302352,2,202.5096306351873,0.30647386768771473,0.12735694744995177
NGC5985,10.27,302.0,211.36220239200762,10.4,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2.178757349881949,2.1710947735614994,-0.0028787493654088754,0.4971777369393835,0.08596603617167119,0.4227939234508213,0.4227939234508213,4.4799999999999995,4.4799999999999995,478239694.8486476,219.5028021225741,2,211.36220239200762,0.30012515764235886,0.12689109292590914
