galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC08490,0.34,38.8,27.88485251888559,3.69,1.45,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC08490_structure_enriched.csv,2.4317191356369943,2.3433069366208454,-0.02742696982424211,0.5,0.09081139172487908,0.4651979500570849,0.4651979500570849,2.0,2.0,174276168.39847663,2.903842499999999,1,27.88485251888559,0.28131823404934037,0.13086866579343237
UGC08490,0.68,50.1,40.152713482403655,3.69,1.45,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC08490_structure_enriched.csv,2.4317191356369943,2.3433069366208454,-0.02742696982424211,0.5,0.09081139172487908,0.4651979500570849,0.4651979500570849,2.0,2.0,174276168.39847663,2.903842499999999,1,40.152713482403655,0.1985486330857554,0.09236441709812972
UGC08490,1.02,60.2,45.68022876475117,3.69,1.45,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC08490_structure_enriched.csv,2.4317191356369943,2.3433069366208454,-0.02742696982424211,0.5,0.09081139172487908,0.4651979500570849,0.4651979500570849,2.0,2.0,174276168.39847663,2.903842499999999,1,45.68022876475117,0.24119221321011347,0.11220212315507615
UGC08490,1.36,68.2,47.83659686892453,3.69,1.45,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC08490_structure_enriched.csv,2.416475653048003,2.3385072169016032,-0.028344350363364988,0.507003380263729,0.09491164291364783,0.47423034484624726,0.47423034484624726,2.0,2.0,175759977.9193929,3.3326799999999994,1,47.83659686892453,0.2985836236228075,0.1415974147960861
UGC08490,1.69,72.8,48.01641802550457,3.69,1.45,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC08490_structure_enriched.csv,2.3877308001659054,2.329456316859603,-0.030074267951425263,0.5202097544753325,0.10264354515532603,0.49126286073438197,0.49126286073438197,2.0,2.0,178558018.73026365,4.1413449999999985,1,48.01641802550457,0.34043381833098113,0.16724249148400666
UGC08490,2.03,75.3,47.5740118131738,3.69,1.45,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC08490_structure_enriched.csv,2.3581148911358656,2.3201311471193606,-0.03185660728457828,0.5338163218448632,0.11060974746493389,0.5088115134676117,0.5088115134676117,2.0,2.0,181440848.6566153,4.974514999999998,1,47.5740118131738,0.3682070144332829,0.18734796828318942
UGC08490,2.37,76.6,46.876435444687985,3.69,1.45,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC08490_structure_enriched.csv,2.3284989821058253,2.3108059773791183,-0.03363894661773129,0.5474228892143939,0.11857594977454175,0.5263601662008414,0.5263601662008414,2.0,2.0,184323678.58296695,5.8076849999999975,2,46.876435444687985,0.3880360908004179,0.20424674124563275
UGC08490,2.7,77.6,46.08538271512997,3.69,1.45,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC08490_structure_enriched.csv,2.299754129223728,2.3017550773371185,-0.03536886420579157,0.5606292634259973,0.12630785201621997,0.5433926820889761,0.5433926820889761,2.0,2.0,187121719.39383766,6.616349999999997,2,46.08538271512997,0.4061162021246138,0.2206805723122826
UGC08490,3.05,78.5,44.954221158863376,3.69,1.45,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC08490_structure_enriched.csv,2.2692671640457456,2.292155637898634,-0.03720362528403732,0.5746360239534554,0.13450835439375744,0.5614574716673008,0.5614574716673008,2.0,2.0,190089338.43567026,7.474024999999996,2,44.954221158863376,0.4273347623074729,0.23993029520070067
UGC08490,3.38,78.2,44.11988780584103,3.69,1.45,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC08490_structure_enriched.csv,2.2484888226465607,2.2795973299468417,-0.0378985288838894,0.5801161371368478,0.13866510842817484,0.5704813688084891,0.5704813688084891,2.0,2.0,187400536.98647693,8.288880962962958,2,44.11988780584103,0.4358070613063807,0.2486198088704692
