galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,rho_eff_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,sigma_desc_i,a_i,psi_i,g_bar_internal_km2s2_per_kpc,g_scale_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms,source_file
NGC4068,1,0.21,2.33,1.27,2.12,0.35,5.920896842367611,2325721.7658588532,490622184.8399524,488296463.0740936,82470016.97108383,22.163802660980462,24.763333333333335,2.9866666666666664,6,2.33,3.072169881956145,3.0721698819561456,-4.440892098500626e-16,-1.0,1.0,0.4519647574985041,0.5,0.5450643776824035,1.1668393448563275,-6.217248937900876e-16,0.5450643776824035,0.22430819795352397,386.79854204321623,387.11638755724715,-1.5307302964856781e-13,386.79854204321606,22.16380266098046,NGC4068_segment_structure_v5.csv
NGC4088,1,1.74,6.98,4.36,5.24,0.35,50.2418576806817,7606598663.073629,114847997147.11539,107241398484.04176,2134503050.5366194,206.23582623980633,140.475,8.925,4,21.48,3.3727924737099886,3.339281681115601,0.033510792594387606,0.09876982595759339,1.0,0.9552473199909105,0.5,0.20297951582867785,1.215184972200124,0.046880719427000644,0.20297951582867785,0.5818855165060808,9755.32477633385,9756.941800216453,112.82428358364245,9868.149059917492,207.42499825537004,NGC4088_segment_structure_v5.csv
NGC4088,2,8.72,13.94,11.33,5.219999999999999,0.35,130.06137037193974,123880562781.36493,138259398590.99585,14378835809.63092,110554238.88362397,228.6614531039015,176.5,6.625,4,21.48,3.089348772101941,3.339281681115601,-0.24993290901366016,-0.7366531201798141,1.0,0.5250629931261024,0.5,0.5274674115456238,1.1906686232462966,-0.336292242066673,0.5274674115456238,0.8962737435960273,4614.833198198388,4615.20120491386,-974.7517644654392,3640.0814337329493,203.08156648055066,NGC4088_segment_structure_v5.csv
NGC4088,3,15.68,21.48,18.58,5.800000000000001,0.35,236.98541350501532,134556253295.2329,128652969478.5522,1e-12,4.21966898810351e-15,176.15766912675343,169.5,6.975,4,21.48,3.0,3.339281681115601,-0.339281681115601,-1.0,1.0,4.21966898810351e-23,0.5,0.8649906890130353,1.000000000000465,-0.44222581385708065,0.8649906890130353,0.975668902152429,1670.1573946270582,1670.1573949770582,-638.8706300016634,1031.2867646253949,138.42437677930803,NGC4088_segment_structure_v5.csv
NGC4157,1,1.74,6.98,4.36,5.24,0.35,50.2418576806817,8863968392.735493,101393004304.20541,92529035911.46992,1841672266.57003,215.8670910476772,161.6,9.475,4,29.61,3.355936162541273,3.355936162541273,0.0,0.0,1.0,0.9484980026126395,0.5,0.14724755150287067,1.1819828515889,0.0,0.14724755150287067,0.5818855165060808,10687.752522336274,10689.25453715862,0.0,10687.752522336274,215.8670910476772,NGC4157_segment_structure_v5.csv
NGC4157,2,8.72,13.94,11.33,5.219999999999999,0.35,130.06137037193974,131657710132.97191,130638306911.3281,1e-12,7.688678022846254e-15,227.09331741195047,192.75,6.525,4,29.61,3.0,3.355936162541273,-0.35593616254127314,-1.0,1.0,7.688678022846254e-23,0.5,0.38264099966227627,1.0000000000003093,-0.46078751736371515,0.38264099966227627,0.8962737435960273,4551.754175919231,4551.754176269231,-802.5479827432112,3749.20619317602,206.10314449004485,NGC4157_segment_structure_v5.csv
NGC4157,3,15.68,20.9,18.29,5.219999999999999,0.35,209.95785208321075,127734232883.73857,124762772829.471,1e-12,4.762860688838057e-15,173.7702629094548,182.5,6.699999999999999,4,29.61,3.0,3.355936162541273,-0.35593616254127314,-1.0,1.0,4.762860688838057e-23,0.5,0.6176967240797028,1.000000000000393,-0.46078751736371515,0.6176967240797028,0.9742159707488347,1650.9625080164594,1650.9625083664594,-469.9084067656648,1181.0541012507947,146.97441788242278,NGC4157_segment_structure_v5.csv
NGC4157,4,22.65,29.61,26.13,6.960000000000001,0.35,399.941583738604,127131929904.36913,121923652564.92233,1e-12,2.500365154961194e-15,143.6010859755771,185.2,10.84,5,29.61,3.0,3.355936162541273,-0.35593616254127314,-1.0,1.0,2.500365154961194e-23,0.5,0.8824721377912867,1.0000000000004696,-0.46078751736371515,0.8824721377912867,0.9946250177107656,789.1799423407992,789.1799426907993,-320.90593329430766,468.2740090464916,110.61645382304037,NGC4157_segment_structure_v5.csv
NGC4183,1,0.87,4.37,2.62,3.5,0.35,20.16588324339288,311466032.0722823,4673720339.416543,4362254307.344261,216318534.3629074,55.05702458827953,74.28,6.24,5,21.02,3.138189544802816,3.103905379716083,0.03428416508673271,0.34237924592456387,1.0,0.6838629762830415,0.5,0.1246431969552807,1.1207183765231332,0.047961006052840295,0.1246431969552807,0.4078527843925187,1156.9755559215332,1157.490327914356,7.754802256091465,1164.7303581776246,55.24123042099421,NGC4183_segment_structure_v5.csv
NGC4183,2,5.24,7.85,6.545,2.6099999999999994,0.35,37.56626959772046,6367369203.261639,12989099360.36792,6621730157.106281,176267971.98697874,78.4315719271537,105.075,5.2,4,21.02,3.1219441346033037,3.103905379716083,0.01803875488722051,0.18014425260408706,1.0,0.6380325982748616,0.5,0.3113701236917222,1.1780128454096048,0.025248889345909714,0.3113701236917222,0.729909988603919,939.8795225308303,940.3442033521303,8.708755465892585,948.5882779967229,78.79410053734068,NGC4183_segment_structure_v5.csv
NGC4183,3,8.72,12.31,10.515,3.59,0.35,83.01405688902415,15644099404.07961,17531348104.238407,1887248700.1587963,22734085.899231873,83.77962206637491,112.2,5.72,5,21.02,3.024581991100753,3.103905379716083,-0.07932338861533017,-0.7921640182746568,1.0,0.1852304169022548,0.5,0.5002378686964796,1.0655044178299748,-0.11059845779417307,0.5002378686964796,0.8779103905284908,667.5249713347231,667.6918522959696,-39.3601702119712,628.1648011227519,81.27209166624012,NGC4183_segment_structure_v5.csv
NGC4183,4,13.12,16.03,14.575,2.910000000000002,0.35,93.27160823040715,17235289573.60187,17916182714.82082,680893141.2189484,7300111.5145023605,72.17567239808223,109.25,4.925,4,21.02,3.008455140351092,3.103905379716083,-0.09545023936499097,-0.9532150161577455,1.0,0.06803451936315741,0.5,0.6933872502378686,1.0283261304728846,-0.1328405605956119,0.6933872502378686,0.9457959689670266,357.41527863569735,357.5098441505813,-33.86299978297555,323.55227885272177,68.67149673830052,NGC4183_segment_structure_v5.csv
NGC4183,5,16.95,21.02,18.985,4.07,0.35,169.92329596941792,17719855079.50643,18262218969.473904,542363889.9674721,3191815.971278502,64.2317986909034,110.8,7.359999999999999,5,21.02,3.0037703233573034,3.103905379716083,-0.10013505635877973,-1.0,1.0,0.030930902235181943,0.5,0.9031874405328258,1.014697773063917,-0.13927786384769109,0.9031874405328258,0.9775620150590485,217.31493089643087,217.3774606858501,-27.746691496362285,189.5682394000686,59.99127457397702,NGC4183_segment_structure_v5.csv
NGC4389,1,0.87,5.32,3.095,4.45,0.35,30.287859153810178,1518629035.9482064,24924960289.79914,23406331253.850933,772795830.0052528,129.41212209049402,73.10000000000001,6.583333333333333,6,5.32,3.2599837764958224,3.259983776495822,4.440892098500626e-16,1.0,1.0,0.8854256670779487,0.5,0.581766917293233,1.3376732223173673,6.217248937900876e-16,0.581766917293233,0.4615173489058322,5411.14615313891,5412.11912533366,2.618572836775741e-12,5411.146153138913,129.41212209049405,NGC4389_segment_structure_v5.csv
NGC5907,1,5.03,15.1,10.065,10.07,0.35,222.89029678152954,37409811452.69257,179253282430.9274,141843470978.23483,636382440.2695538,214.54029707471642,226.8,4.4,5,50.33,3.2395895301259867,3.204331276597056,0.03525825352893053,0.17433695114433231,1.0,0.8642009986503821,0.5,0.1999801311345122,1.193231618972726,0.049321503127681,0.1999801311345122,0.8664126890086625,4573.029216980385,4573.912148738411,53.83140616423569,4626.860623144621,215.79933311284955,NGC5907_segment_structure_v5.csv
NGC5907,2,17.61,25.16,21.384999999999998,7.550000000000001,0.35,355.0619377707386,197209809953.00992,220383070363.24875,23173260410.23883,65265402.86388475,208.05811317104434,228.0,4.5,4,50.33,3.0602858997436466,3.204331276597056,-0.14404537685340957,-0.7122426471422995,1.0,0.3949126782308962,0.5,0.42489568845618914,1.1287099859598284,-0.19897351552227832,0.42489568845618914,0.986115747572943,2024.2309308531726,2024.513685373045,-193.18823810023952,1831.0426927529331,197.88089342966256,NGC5907_segment_structure_v5.csv
NGC5907,3,27.68,37.75,32.715,10.07,0.35,724.4765086147779,222820688112.9808,229569519276.15323,6748831163.172424,9315458.931962341,174.22505643645147,217.0,2.0,5,50.33,3.010688116198123,3.204331276597056,-0.19364316039893303,-0.9574824279427914,1.0,0.08521629989917764,0.5,0.650009934432744,1.0343520512181206,-0.2646484852922252,0.650009934432744,0.9985598384727736,927.8425887294726,927.9494130581232,-165.11331175522542,762.7292769742471,157.96419941307113,NGC5907_segment_structure_v5.csv
NGC5907,4,40.26,50.33,45.295,10.07,0.35,1003.0616982334208,231021942121.55103,232783628806.22934,1761686684.6783142,1756309.3953053674,148.05471556378245,215.8,3.6,5,50.33,3.002089277425346,3.204331276597056,-0.20224199917171015,-1.0,1.0,0.017259955728960396,0.5,0.8999602622690245,1.0081869351175787,-0.27580761468217974,0.8999602622690245,0.9998836607423072,483.9430135925052,483.98939763080773,-121.11738877672154,362.82562481578367,128.19589180637155,NGC5907_segment_structure_v5.csv
NGC5985,1,3.54,8.02,5.779999999999999,4.4799999999999995,0.35,56.944759766380855,21661060081.70364,66742526299.31807,45081466217.614426,791670144.936316,171.006515332304,254.42857142857142,6.155714285714285,7,34.72,3.262551130263535,3.186784812874047,0.0757663173894878,0.6094345416070343,1.0,0.8878509047679934,0.5,0.16647465437788017,1.1811273807415945,0.10567680229350747,0.16647465437788017,0.6852573631572181,5059.382056418257,5060.366838590896,105.14933338292693,5164.531389801184,172.77439461057543,NGC5985_segment_structure_v5.csv
NGC5985,2,8.79,12.56,10.675,3.7700000000000014,0.35,88.5028276618905,78308902366.47595,148246173153.12344,69937270786.64749,790226398.7974547,212.8164177014081,298.6666666666667,9.28,6,34.72,3.2623566750072137,3.186784812874047,0.07557186213316669,0.6078704197903446,1.0,0.8876690242672166,0.5,0.30745967741935487,1.2461020056737468,0.10540759743077222,0.30745967741935487,0.8817554096233646,4242.700481804235,4243.684365607602,171.37866342590226,4414.079145230137,217.0720960310922,NGC5985_segment_structure_v5.csv
NGC5985,3,13.39,17.89,15.64,4.5,0.35,154.77370367175473,161749672306.3259,213333373510.7222,51583701204.3963,333284659.99492663,228.5514375976832,294.42857142857144,6.645714285714286,7,34.72,3.1759469687275304,3.186784812874047,-0.010837844146516673,-0.08717536772293058,1.0,0.7692048456061867,0.5,0.4504608294930876,1.2581312187248568,-0.015171817540865613,0.4504608294930876,0.9561946796588295,3339.8823291539434,3340.5212921485636,-28.723332558000482,3311.158996595943,227.56653248393215,NGC5985_segment_structure_v5.csv
NGC5985,4,18.72,22.52,20.619999999999997,3.8000000000000007,0.35,172.31384377527726,215995614286.27893,237485267885.1685,21489653598.889557,124712287.34770286,217.7049921384439,290.5,4.056666666666667,6,34.72,3.097158081006417,3.186784812874047,-0.08962673186763004,-0.7209222796284958,1.0,0.5549865066111515,0.5,0.5938940092165899,1.213848840979769,-0.12482301570998595,0.5938940092165899,0.9838203338328041,2298.519088360811,2298.909949655903,-206.86650789333115,2091.6525804674798,207.67733677327294,NGC5985_segment_structure_v5.csv
NGC5985,5,23.23,34.72,28.975,11.489999999999998,0.35,732.1353659290378,240994181452.99484,290991984122.4299,49997802669.43503,68290380.43530473,203.18735566590126,291.85714285714283,4.497142857142857,7,34.72,3.0624624907593576,3.186784812874047,-0.12432232211468941,-1.0,1.0,0.4057889717681003,0.5,0.8345334101382489,1.1853497942731737,-0.17231473015000723,0.8345334101382489,0.99695726957331,1424.8525108714912,1425.1417438503045,-242.92416703441006,1181.9283438370812,185.05775791000883,NGC5985_segment_structure_v5.csv
UGC01281,1,0.08,0.69,0.38499999999999995,0.61,0.35,0.5164621242868939,678414.5680797785,18688514.058652706,18010099.49057293,34872062.52625091,7.517865646476006,7.756,4.0,5,4.99,3.035898774974673,3.035635662183777,0.00026311279089608064,0.015018483423922724,1.0,0.25855660448184786,0.5,0.07715430861723446,1.035909200178334,0.0003683578905939867,0.07715430861723446,0.07411014639350466,146.80078929471193,147.00747329649886,0.004328039986542348,146.80511733469848,7.517976468030404,UGC01281_segment_structure_v5.csv
UGC01281,2,0.84,1.46,1.15,0.62,0.35,1.5679688934066653,32286244.538946413,110124696.86647712,77838452.32753071,49642854.94109141,15.803338043385162,23.259999999999998,5.2059999999999995,5,4.99,3.04836975624473,3.035635662183777,0.012734094060953272,0.7268623464551922,1.0,0.3317422336043634,0.5,0.23046092184368736,1.0796286615924864,0.017825843207881987,0.23046092184368736,0.20546639749666595,217.16999418565635,217.41659608610084,0.9643051242425517,218.1342993098989,15.838385151472473,UGC01281_segment_structure_v5.csv
UGC01281,3,1.61,2.22,1.915,0.6100000000000001,0.35,2.568896020803642,143044249.93780386,286210494.98827,143166245.05046612,55730650.011158735,21.642519103318925,37.14,4.880000000000001,5,4.99,3.053154927176737,3.035635662183777,0.017519264992960082,1.0,1.0,0.35786564820197825,0.5,0.3837675350701403,1.1108470482616746,0.024522053924496752,0.3837675350701403,0.31818710071400946,244.59458649479092,244.8558718680204,2.5597046914113992,247.15429118620233,21.755469832241673,UGC01281_segment_structure_v5.csv
UGC01281,4,2.38,3.07,2.7249999999999996,0.69,0.35,4.134885710838545,325617153.5791263,476918312.4036541,151301158.8245278,36591376.256889164,25.118562460484434,48.379999999999995,6.388,5,4.99,3.037418835336072,3.035635662183777,0.0017831731522952587,0.1017835595849373,1.0,0.2678893591940335,0.5,0.5460921843687374,1.0989825067530399,0.0024964372270962487,0.5460921843687374,0.4201582166601536,231.53841470871848,231.75013253015703,0.3472141230047529,231.88562883172324,25.137389255180135,UGC01281_segment_structure_v5.csv
UGC01281,5,3.46,4.99,4.225,1.5300000000000002,0.35,14.215628217677475,568452970.1853794,871260513.4727304,302807543.287351,21301031.41771832,26.65534840303284,55.620000000000005,4.0,5,4.99,3.023172615954869,3.035635662183777,-0.012463046228907704,-0.7113909307220273,1.0,0.17560470153271013,0.5,0.846693386773547,1.0807921615183582,-0.017446494274872375,0.846693386773547,0.5704426417892609,168.16747893184981,168.32901457338662,-2.6874197668426665,165.48005916500713,26.441506197116592,UGC01281_segment_structure_v5.csv
UGC04278,1,0.14,1.25,0.6950000000000001,1.1099999999999999,0.35,1.6965071568282921,638111.9344510816,235006661.38096362,234368549.44651255,138147692.7481265,17.252937366659097,22.345999999999997,5.018,5,6.69,3.1041265023578726,3.0793069742022596,0.024819528155612947,0.8987473968808214,1.0,0.5800925096269416,0.5,0.1038863976083707,1.093486005924828,0.03473336178194801,0.1038863976083707,0.12977197154174847,428.2933061551967,428.70468301844556,1.6915193251348886,429.9848254803316,17.28697352658442,UGC04278_segment_structure_v5.csv
UGC04278,2,1.52,2.63,2.075,1.1099999999999999,0.35,5.065111295566483,334206435.38227963,617872818.3105435,283666382.9282639,56003978.26925511,31.76649967257124,42.42,4.0,5,6.69,3.053365358719473,3.0793069742022596,-0.025941615482786506,-0.9393796384789409,1.0,0.358990705817739,0.5,0.3101644245142003,1.0999652832565863,-0.03630230197195561,0.3101644245142003,0.33965971929501715,486.31831395058725,486.58023927082155,-6.026422754830325,480.29189119575693,31.569061978956483,UGC04278_segment_structure_v5.csv
UGC04278,3,2.91,4.01,3.46,1.0999999999999996,0.35,8.369831147693924,707221253.1766534,1157875880.4532065,450654627.27655315,53842738.2015608,33.98739353469354,55.120000000000005,6.544,5,6.69,3.0516912856987366,3.0793069742022596,-0.027615688503523028,-1.0,1.0,0.3499855685811925,0.5,0.5171898355754858,1.1258476562331674,-0.0386427121247786,0.5171898355754858,0.49942608058837223,333.8563350526382,334.1131566917127,-7.517800320713484,326.3385347319247,33.60254945941542,UGC04278_segment_structure_v5.csv
UGC04278,4,4.29,5.4,4.845000000000001,1.1100000000000003,0.35,11.826729747961265,1268485384.953417,1924982712.9607458,656497328.0073287,55509624.55369357,36.39439984531107,75.44,4.0,5,6.69,3.052984492554216,3.0793069742022596,-0.026322481648043627,-0.9531712977094733,1.0,0.3569529841834805,0.5,0.7242152466367714,1.1518849887050004,-0.036834801547270105,0.7242152466367714,0.6205376892537824,273.3854159133908,273.64618264838253,-8.408615824323851,264.9768000890669,35.83033067711669,UGC04278_segment_structure_v5.csv
UGC04278,5,5.68,6.69,6.1850000000000005,1.0100000000000007,0.35,13.737540647654189,2401349816.666705,4122672387.9365077,1721322571.2698026,125300635.34798233,48.335042283998504,89.08000000000001,10.664,5,6.69,3.0974718577745914,3.0793069742022596,0.018164883572331814,0.6577740609296943,1.0,0.5561486107416095,0.5,0.9245142002989537,1.267373064728655,0.02542535614547861,0.9245142002989537,0.7097463258749452,377.7326293606989,378.1244115429141,11.26470493064251,388.9973342913414,49.05046903539198,UGC04278_segment_structure_v5.csv
UGC05721,1,0.09,0.81,0.45,0.7200000000000001,0.35,0.7125132138341652,5818834.153702356,384908020.16317475,379089186.00947237,532045130.7415387,35.85206097057993,42.86,5.208,5,6.74,3.2212548738012488,3.10678549419961,0.11446937960163872,1.0,1.0,0.8417834500478212,0.5,0.06676557863501484,1.1087543647523568,0.15889915367866767,0.06676557863501484,0.08606881472877181,2856.378390751512,2857.1857043740642,33.60841353512163,2889.9868042866337,36.062363510022266,UGC05721_segment_structure_v5.csv
UGC05721,2,0.99,1.53,1.26,0.54,0.35,1.4962777490517467,471398674.93158436,718376534.2683294,246977859.33674502,165061506.45711675,45.44545181502869,71.3,4.57,4,6.74,3.1169750055486367,3.10678549419961,0.010189511349026681,0.08901517055903402,1.0,0.622729073954846,0.5,0.18694362017804153,1.1346246140197789,0.01426434830709657,0.18694362017804153,0.22275526193105388,1639.1183259302338,1639.5679928574255,4.960714301376334,1644.0790402316102,45.51416912008643,UGC05721_segment_structure_v5.csv
UGC05721,3,1.71,2.67,2.19,0.96,0.35,4.6234190764350265,779887165.2743257,800389568.4866692,20502403.212343454,4434467.841524809,40.42297225977421,82.12,7.4959999999999996,5,6.74,3.005206750405332,3.10678549419961,-0.10157874379427811,-0.8873879123638051,1.0,0.04246172679554358,0.5,0.3249258160237389,1.01210207291356,-0.14125925862840627,0.3249258160237389,0.3546742171427054,746.1263407828656,746.2000443995059,-34.664163607679654,711.4621771751858,39.47280289026429,UGC05721_segment_structure_v5.csv
UGC05721,4,3.15,4.49,3.8200000000000003,1.3400000000000003,0.35,11.256829132636806,877396773.008503,1042384237.9868449,164987464.97834194,14656655.35421476,32.80303406408797,78.525,4.57,4,6.74,3.0164126245137846,3.10678549419961,-0.09037286968582547,-0.7894938366952738,1.0,0.12783082943537113,0.5,0.5667655786350149,1.0481179752454413,-0.12585119863913347,0.5667655786350149,0.5342005023501717,281.68561356275274,281.819607602952,-21.068916293264575,260.61669726948816,31.55242912311895,UGC05721_segment_structure_v5.csv
UGC05721,5,4.93,6.74,5.835,1.8100000000000005,0.35,23.225621700393397,1170689734.2655392,1486828100.0997467,316138365.83420753,13611621.247962235,31.605710564737638,78.7,4.57,5,6.74,3.0153138737741614,3.10678549419961,-0.09147162042544865,-0.7990924799608083,1.0,0.11980835321638697,0.5,0.865727002967359,1.0557375127912745,-0.12736479183690508,0.865727002967359,0.6887005598617835,171.19467700119424,171.32380575875334,-19.943621369331467,151.25105563186276,29.707741577102745,UGC05721_segment_structure_v5.csv
UGC05750,1,0.31,4.09,2.1999999999999997,3.78,0.35,18.2878391550769,1254333.3852603287,704342312.9058734,703087979.5206131,38445656.348931104,19.55186144552288,25.28,7.7,5,22.85,3.0390369227650793,3.0213523016184904,0.017684621146588864,1.0,1.0,0.2776949263907183,0.5,0.09628008752735227,1.0430830248693372,0.024753412014742016,0.09628008752735227,0.3559635789168586,173.76149362951097,173.9785095944247,0.4324999194209163,174.19399354893187,19.57617904003869,UGC05750_segment_structure_v5.csv
UGC05750,2,4.82,22.85,13.835,18.03,0.35,548.5583155880371,997329972.0291758,11005393816.657406,10008063844.628231,18244302.492980905,41.681157619043795,68.21666666666665,9.233333333333333,6,22.85,3.020109919001475,3.0213523016184904,-0.0012423826170153696,-0.07025214771168617,1.0,0.1542932903178477,0.5,0.6054704595185996,1.060029333904513,-0.0017393339098262163,0.6054704595185996,0.9371497269824084,125.57418868547687,125.72368540970152,-0.1403495129504174,125.43383917252645,41.657858381725575,UGC05750_segment_structure_v5.csv
UGC05986,1,0.63,3.13,1.88,2.5,0.35,10.335839830310418,154966383.16077298,3662054806.540941,3507088423.3801684,339313348.5965445,53.532946336351,65.62,2.6319999999999997,5,9.41,3.177605130071145,3.1358647918351097,0.04174033823603551,0.3072196826878671,1.0,0.7723720430543126,0.5,0.19978746014877788,1.1726158466856758,0.05837004755457567,0.19978746014877788,0.313397666957699,1524.3491188567216,1524.9938349586073,20.853651903846988,1545.2027707605687,53.897877592998675,UGC05986_segment_structure_v5.csv
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,0.35,27.73688591909527,4587183401.652211,6962010298.28571,2374826896.633499,85619809.7926547,72.79067351019327,113.0,3.068,5,9.41,3.0742236434957992,3.1358647918351097,-0.06164114833931045,-0.45369479102518573,1.0,0.46126439784792206,0.5,0.5340063761955367,1.168536185811686,-0.08608401652261055,0.5340063761955367,0.6339553651959846,1054.4243084711547,1054.7481668769374,-56.65782644691619,997.7664820242386,70.80802618469039,UGC05986_segment_structure_v5.csv
UGC05986,3,6.9,9.41,8.155000000000001,2.51,0.35,45.013791974173515,7034396555.612652,6846813326.947087,1e-12,2.221541345758531e-14,59.828755730292514,111.6,4.101999999999999,5,9.41,3.0,3.1358647918351097,-0.1358647918351097,-1.0,1.0,2.221541345758531e-22,0.5,0.8666312433581298,1.0000000000004654,-0.1879494792029523,0.8666312433581298,0.8042662575150773,438.93071885162584,438.93071920162583,-71.49430442653723,367.4364144250886,54.73978406640456,UGC05986_segment_structure_v5.csv
UGC06667,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,9686593.767365513,439028484.66952354,429341890.902158,33974115.75566443,14.461322096856858,49.525000000000006,3.5,4,7.85,3.0350971715161634,3.0331040750328917,0.001993096483271728,1.0,1.0,0.2535871616993897,0.5,0.278343949044586,1.0668941530450207,0.00279032783478139,0.278343949044586,0.3540285685893755,95.71159578445786,95.91560140153908,0.07947812358711724,95.79107390804498,14.467325132486595,UGC06667_segment_structure_v5.csv
UGC06667,2,4.37,7.85,6.109999999999999,3.4799999999999995,0.35,46.75933939232433,688010289.9153903,2143311313.1872096,1455301023.2718194,31123216.071583573,31.2656471036617,82.53999999999999,3.34,5,7.85,3.032516073101199,3.0331040750328917,-0.0005880019316926166,-0.2950193011867613,1.0,0.23735854720488705,0.5,0.7783439490445859,1.1047033690470371,-0.0008232025184184598,0.7783439490445859,0.7053597033429435,159.9902927677102,160.18555141588664,-0.11338282224641655,159.87690994546378,31.25456638263893,UGC06667_segment_structure_v5.csv
UGC06917,1,1.74,5.24,3.49,3.5,0.35,26.862187984519522,1280070671.0905368,5439719329.165222,4159648658.074685,154851446.2214269,61.92095464486067,81.17999999999999,3.9799999999999995,5,10.47,3.112261275069186,3.0846621670458725,0.027599108023313335,1.0,1.0,0.6076145476800029,0.5,0.3333333333333333,1.175403211333291,0.03861953409423495,0.3333333333333333,0.5024205317679552,1098.6259667996826,1099.0615044233402,16.630091737387307,1115.25605853707,62.38784853073854,UGC06917_segment_structure_v5.csv
UGC06917,2,6.11,10.47,8.290000000000001,4.36,0.35,79.48568705588765,6494717999.446629,12126796417.269836,5632078417.823208,70856510.47921626,68.8610731755489,105.0,4.316666666666666,6,10.47,3.064278467790207,3.0846621670458725,-0.020383699255665633,-0.7385636970023542,1.0,0.414713552796313,0.5,0.7917860553963706,1.184510955155809,-0.028529434867525322,0.7917860553963706,0.8094803614066708,571.9960674171651,572.2906844997266,-15.312876369976962,556.6831910471882,67.93308217489613,UGC06917_segment_structure_v5.csv
UGC07089,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,78354252.23964232,1936128296.1047785,1857774043.8651361,147006923.27394253,36.64117958084035,37.974999999999994,4.3,4,9.16,3.1085095415635475,3.0721376981610047,0.03637184340254285,0.8861410560161509,1.0,0.5951530480419158,0.5,0.23853711790393015,1.1453371535805252,0.05087661560991609,0.23853711790393015,0.3540285685893755,614.451277380042,614.8756398206639,8.546628325011339,622.9979057050533,36.89512737429621,UGC07089_segment_structure_v5.csv
UGC07089,2,4.37,6.55,5.46,2.1799999999999997,0.35,26.175624326004005,2762033743.091579,4460300223.6735935,1698266480.5820146,64879693.39072775,53.57789334738961,66.22500000000001,4.875,4,9.16,3.0600055069202328,3.0721376981610047,-0.012132191240771917,-0.2955811900679168,1.0,0.393497173948386,0.5,0.5960698689956332,1.1519008508507211,-0.016983434570510856,0.5960698689956332,0.6644552672957573,525.7492043121348,526.0311220739087,-6.134077094925911,519.6151272172089,53.264421470677405,UGC07089_segment_structure_v5.csv
UGC07089,3,6.98,9.16,8.07,2.1799999999999997,0.35,38.68814804228065,4749279371.109835,5893553596.796957,1144274225.6871223,29576867.42814862,53.43893757923338,75.175,6.3999999999999995,4,9.16,3.031092490791807,3.0721376981610047,-0.04104520736919781,-1.0,1.0,0.22825731178097217,0.5,0.881004366812227,1.1071232482390174,-0.05740012524699346,0.881004366812227,0.8009103394102476,353.8686554643373,354.05900162951923,-19.822686474630824,334.04596898970647,51.92062181587323,UGC07089_segment_structure_v5.csv
UGC08490,1,0.34,2.03,1.1849999999999998,1.6899999999999997,0.35,4.404057369398117,61468875.19152925,1068255740.7618388,1006786865.5703095,228604393.88597304,42.857470245607225,60.900000000000006,3.69,6,10.15,3.142762126927125,3.0897602462848472,0.05300188064227784,0.606751542135159,1.0,0.695682705829246,0.5,0.11674876847290638,1.1188522384589383,0.07406674484721713,0.11674876847290638,0.21100871198239024,1550.0107644330033,1550.539952851726,15.001381740456134,1565.0121461734593,43.06436337873288,UGC08490_segment_structure_v5.csv
UGC08490,2,2.37,4.06,3.215,1.6899999999999995,0.35,11.948560711067467,1210868972.8452816,1793634333.199253,582765360.3539715,48772850.090151824,44.92403110569881,78.14999999999999,3.69,6,10.15,3.047670055282999,3.0897602462848472,-0.042090191001848076,-0.4818373987802174,1.0,0.32783434652624427,0.5,0.3167487684729064,1.0922533028258867,-0.05885815867461907,0.3167487684729064,0.4742870827842097,627.7351697623,627.9796012278695,-12.78764319087609,614.9475265714239,44.46410122702502,UGC08490_segment_structure_v5.csv
UGC08490,3,4.39,6.09,5.24,1.7000000000000002,0.35,19.589715150724512,1818614284.8838968,1858300224.8361397,39685939.95224285,2025855.896673163,38.707034034772285,79.31666666666666,3.69,6,10.15,3.0024067301227553,3.0897602462848472,-0.08735351616209197,-1.0,1.0,0.019856298963322118,0.5,0.516256157635468,1.0071334714889715,-0.12168886514375121,0.516256157635468,0.6493616750483071,285.92261140630154,285.97242780393753,-18.09369552209651,267.828915884205,37.46229463384797,UGC08490_segment_structure_v5.csv
UGC08490,4,6.42,8.12,7.27,1.6999999999999993,0.35,27.17886052400136,1875527832.4819627,2046085903.6808486,170558071.19888592,6275394.476095417,34.32792483425858,79.8,3.69,6,10.15,3.007303632011123,3.0897602462848472,-0.08245661427372442,-0.9439415594985217,1.0,0.05904842326891522,0.5,0.7162561576354679,1.0249869066364303,-0.114929188974692,0.7162561576354679,0.7663661189958557,162.0916675964934,162.17934517762575,-13.683984413976415,148.407683182517,32.846976371302404,UGC08490_segment_structure_v5.csv
