r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,r_scale,sigma_scale
0.32,24.4,63.28,35.9,NGC3198,0.0,63.28,0.0,1860.4999999999995,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,5.4387497656838225e-06,0.0013192421783049628,63.28000001375158,-38.880000013751584,-38.88,4.925440448033024,0.20302752830954443
0.64,43.3,73.66,16.3,NGC3198,0.0,73.66,0.0,2929.5156249999995,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,1.3596874414209556e-06,0.0009328450903067516,73.66000000590687,-30.36000000590687,-30.36,4.925440448033024,0.20302752830954443
0.96,45.5,78.98,16.1,NGC3198,0.0,78.98,0.0,2156.510416666667,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,6.043055295204247e-07,0.0007616648267706785,78.98000000367266,-33.48000000367266,-33.480000000000004,4.925440448033024,0.20302752830954443
1.28,58.5,82.70074062546236,15.4,NGC3198,0.35,82.7,0.0,2673.6328125,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,3.399218603552389e-07,0.0006596210891524814,82.70074062809293,-24.20074062809293,-24.20074062546236,4.925440448033024,0.20302752830954443
1.61,68.8,84.22013357861645,7.61,NGC3198,0.15,84.22,0.0,2940.0248447204963,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,2.148558990802914e-07,0.0005881479384638435,84.22013358067011,-15.420133580670111,-15.420133578616458,4.925440448033024,0.20302752830954443
1.93,76.9,83.17001502945638,10.3,NGC3198,-0.05,83.17,0.0,3064.0466321243525,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,1.4951487986416372e-07,0.0005371812712091105,83.17001503119116,-6.27001503119115,-6.270015029456374,4.925440448033024,0.20302752830954443
2.24,82.0,87.04126894755154,8.09,NGC3198,-0.47,87.04,0.0,3001.785714285714,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,1.1099489317722086e-07,0.0004986266746945802,87.04126894897976,-5.041268948979763,-5.0412689475515435,4.925440448033024,0.20302752830954443
2.57,86.9,88.91507521224958,7.6,NGC3198,-0.95,88.91,0.0,2938.369649805448,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,8.4320425139824e-08,0.0004655142238528783,88.91507521346817,-2.0150752134681653,-2.0150752122495703,4.925440448033024,0.20302752830954443
3.21,100.0,93.81692651115789,5.31,NGC3198,-1.14,93.81,0.0,3115.264797507788,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,2,2.0158175600775765,0.03456793801686109,0.843443535370595,0.0503854980944376,0.042497322644180824,0.2251097060521115,9.396032509938635e-08,0.0005491927198798526,93.81692651276533,6.183073487234665,6.183073488842112,4.925440448033024,0.20302752830954443
3.54,107.0,101.22075133094003,7.51,NGC3198,-0.39,101.22,0.0,3234.180790960452,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,2,2.0158175600775765,0.03456793801686109,0.843443535370595,0.0503854980944376,0.042497322644180824,0.2251097060521115,7.725881658021217e-08,0.0005229686517315842,101.22075133229102,5.779248667708984,5.779248669059967,4.925440448033024,0.20302752830954443
